backend,variant,deg,npts,rep,type,op,maxrelerr,meanrelerr,tpercall
sve2,Q,3,400000,20000,qd,ESTRIN-V,1.2417e-64,1.2806e-65,1.6180e-07
sve2,Q,3,400000,20000,qd,EVALDIFF,1.1051e-65,2.0684e-66,1.4533e-07
sve2,Q,3,400000,20000,qd,POLYMUL,1.0434e-65,4.5980e-66,2.8638e-07
sve2,BF,3,400000,20000,dd,HORNER,1.1098e-32,1.9626e-33,1.0247e-08
sve2,BF,3,400000,20000,dd,HORNER-V,1.1098e-32,1.9626e-33,6.6868e-09
sve2,BF,3,400000,20000,dd,ESTRIN,1.9347e-32,3.5367e-33,3.8589e-08
sve2,BF,3,400000,20000,dd,ESTRIN-V,1.9347e-32,3.5367e-33,4.6003e-08
sve2,BF,3,400000,20000,dd,EVALDIFF,1.9879e-30,2.1912e-32,7.8122e-09
sve2,BF,3,400000,20000,dd,POLYMUL,2.2520e-32,1.1758e-32,2.3286e-08
sve2,BF,3,400000,20000,td,HORNER,6.9686e-49,1.2213e-49,3.9962e-08
sve2,BF,3,400000,20000,td,HORNER-V,6.9686e-49,1.2213e-49,2.9082e-08
sve2,BF,3,400000,20000,td,ESTRIN,7.6189e-49,1.7448e-49,6.4004e-08
sve2,BF,3,400000,20000,td,ESTRIN-V,7.6189e-49,1.7448e-49,7.7640e-08
sve2,BF,3,400000,20000,td,EVALDIFF,6.7640e-49,1.5959e-49,4.2705e-08
sve2,BF,3,400000,20000,td,POLYMUL,1.7898e-48,6.2135e-49,7.6357e-08
sve2,BF,3,400000,20000,qd,HORNER,4.9240e-65,7.5788e-66,7.2390e-08
sve2,BF,3,400000,20000,qd,HORNER-V,4.9240e-65,7.5788e-66,5.1234e-08
sve2,BF,3,400000,20000,qd,ESTRIN,7.3427e-65,1.0558e-65,9.6384e-08
sve2,BF,3,400000,20000,qd,ESTRIN-V,7.3427e-65,1.0558e-65,1.1112e-07
sve2,BF,3,400000,20000,qd,EVALDIFF,1.8082e-64,1.3799e-65,7.8832e-08
sve2,BF,3,400000,20000,qd,POLYMUL,3.7576e-65,1.3150e-65,1.4898e-07
sve2,FMA,3,400000,20000,dd,HORNER,1.1098e-32,2.1128e-33,4.7092e-09
sve2,FMA,3,400000,20000,dd,HORNER-V,1.1098e-32,2.1128e-33,4.2288e-09
sve2,FMA,3,400000,20000,dd,ESTRIN,2.4676e-32,4.3623e-33,3.0120e-08
sve2,FMA,3,400000,20000,dd,ESTRIN-V,2.4676e-32,4.3623e-33,3.7275e-08
sve2,FMA,3,400000,20000,dd,EVALDIFF,1.9879e-30,2.4684e-32,4.3844e-09
sve2,FMA,3,400000,20000,dd,POLYMUL,1.8228e-31,4.3711e-32,1.6393e-08
sve2,FMA,3,400000,20000,td,HORNER,8.5956e-49,1.4277e-49,1.9183e-08
sve2,FMA,3,400000,20000,td,HORNER-V,8.5956e-49,1.4277e-49,1.8113e-08
sve2,FMA,3,400000,20000,td,ESTRIN,1.0339e-48,1.9156e-49,4.6683e-08
sve2,FMA,3,400000,20000,td,ESTRIN-V,1.0339e-48,1.9156e-49,6.2054e-08
sve2,FMA,3,400000,20000,td,EVALDIFF,1.2460e-48,2.2052e-49,3.7219e-08
sve2,FMA,3,400000,20000,td,POLYMUL,1.7898e-48,7.3017e-49,4.4669e-08
sve2,FMA,3,400000,20000,qd,HORNER,5.2435e-65,8.5244e-66,3.5992e-08
sve2,FMA,3,400000,20000,qd,HORNER-V,5.2435e-65,8.5244e-66,3.1435e-08
sve2,FMA,3,400000,20000,qd,ESTRIN,9.5677e-65,1.2230e-65,7.7485e-08
sve2,FMA,3,400000,20000,qd,ESTRIN-V,9.5677e-65,1.2230e-65,9.2527e-08
sve2,FMA,3,400000,20000,qd,EVALDIFF,7.3725e-65,1.4063e-65,4.4226e-08
sve2,FMA,3,400000,20000,qd,POLYMUL,6.1562e-65,1.9763e-65,8.2930e-08
serial,Q,4,400000,20000,dd,HORNER,7.6647e-33,1.7504e-33,1.0444e-08
serial,Q,4,400000,20000,dd,HORNER-V,7.6647e-33,1.7504e-33,1.1748e-08
serial,Q,4,400000,20000,dd,ESTRIN,2.4805e-32,5.0799e-33,4.8942e-08
serial,Q,4,400000,20000,dd,ESTRIN-V,2.4805e-32,5.0799e-33,4.8851e-08
serial,Q,4,400000,20000,dd,EVALDIFF,3.2079e-30,2.6092e-32,9.2112e-09
serial,Q,4,400000,20000,dd,POLYMUL,1.1274e-32,5.3475e-33,3.0009e-08
serial,Q,4,400000,20000,td,HORNER,1.1984e-48,1.2084e-49,8.7278e-08
serial,Q,4,400000,20000,td,HORNER-V,1.1984e-48,1.2084e-49,1.4281e-07
serial,Q,4,400000,20000,td,ESTRIN,1.0867e-48,1.6322e-49,1.3871e-07
serial,Q,4,400000,20000,td,ESTRIN-V,1.0867e-48,1.6322e-49,1.3868e-07
serial,Q,4,400000,20000,td,EVALDIFF,1.1147e-48,1.1491e-49,7.9031e-08
serial,Q,4,400000,20000,td,POLYMUL,3.6136e-48,1.0884e-48,2.8087e-07
serial,Q,4,400000,20000,qd,HORNER,1.5485e-65,2.5526e-66,2.3455e-07
serial,Q,4,400000,20000,qd,HORNER-V,1.5485e-65,2.5526e-66,2.2068e-07
serial,Q,4,400000,20000,qd,ESTRIN,2.0863e-65,4.3293e-66,3.4231e-07
serial,Q,4,400000,20000,qd,ESTRIN-V,2.0863e-65,4.3293e-66,3.4223e-07
serial,Q,4,400000,20000,qd,EVALDIFF,1.7729e-65,3.2084e-66,2.0718e-07
serial,Q,4,400000,20000,qd,POLYMUL,3.9131e-65,8.7706e-66,5.1844e-07
serial,BF,4,400000,20000,dd,HORNER,7.6647e-33,1.7302e-33,1.5165e-08
serial,BF,4,400000,20000,dd,HORNER-V,7.6647e-33,1.7302e-33,1.5116e-08
serial,BF,4,400000,20000,dd,ESTRIN,2.4662e-32,4.8933e-33,5.3365e-08
serial,BF,4,400000,20000,dd,ESTRIN-V,2.4662e-32,4.8933e-33,5.3351e-08
serial,BF,4,400000,20000,dd,EVALDIFF,3.2079e-30,2.6125e-32,1.2579e-08
serial,BF,4,400000,20000,dd,POLYMUL,1.1274e-32,5.3475e-33,3.9518e-08
serial,BF,4,400000,20000,td,HORNER,7.8661e-49,1.2378e-49,5.7940e-08
serial,BF,4,400000,20000,td,HORNER-V,7.8661e-49,1.2378e-49,5.9144e-08
serial,BF,4,400000,20000,td,ESTRIN,1.5990e-48,2.3041e-49,1.0724e-07
serial,BF,4,400000,20000,td,ESTRIN-V,1.5990e-48,2.3041e-49,1.0724e-07
serial,BF,4,400000,20000,td,EVALDIFF,6.6880e-49,1.7739e-49,6.1036e-08
serial,BF,4,400000,20000,td,POLYMUL,3.9327e-47,5.8520e-48,1.3097e-07
serial,BF,4,400000,20000,qd,HORNER,4.1094e-65,8.2713e-66,9.9428e-08
serial,BF,4,400000,20000,qd,HORNER-V,4.1094e-65,8.2713e-66,1.0007e-07
serial,BF,4,400000,20000,qd,ESTRIN,7.5870e-65,1.2915e-65,1.4349e-07
serial,BF,4,400000,20000,qd,ESTRIN-V,7.5870e-65,1.2915e-65,1.4354e-07
serial,BF,4,400000,20000,qd,EVALDIFF,6.2977e-65,1.2134e-65,1.0114e-07
serial,BF,4,400000,20000,qd,POLYMUL,1.2693e-64,6.3817e-65,2.7119e-07
serial,FMA,4,400000,20000,dd,HORNER,6.7199e-33,1.7572e-33,6.8186e-09
serial,FMA,4,400000,20000,dd,HORNER-V,6.7199e-33,1.7572e-33,8.7108e-09
serial,FMA,4,400000,20000,dd,ESTRIN,3.3861e-32,5.9136e-33,4.2728e-08
serial,FMA,4,400000,20000,dd,ESTRIN-V,3.3861e-32,5.9136e-33,4.2766e-08
serial,FMA,4,400000,20000,dd,EVALDIFF,3.2079e-30,2.7653e-32,6.7118e-09
serial,FMA,4,400000,20000,dd,POLYMUL,9.6090e-33,5.1095e-33,2.7433e-08
serial,FMA,4,400000,20000,td,HORNER,1.1118e-48,1.5835e-49,2.8045e-08
serial,FMA,4,400000,20000,td,HORNER-V,1.1118e-48,1.5835e-49,3.0463e-08
serial,FMA,4,400000,20000,td,ESTRIN,1.5990e-48,2.5550e-49,7.9857e-08
serial,FMA,4,400000,20000,td,ESTRIN-V,1.5990e-48,2.5550e-49,7.9656e-08
serial,FMA,4,400000,20000,td,EVALDIFF,1.9708e-48,2.6581e-49,4.2197e-08
serial,FMA,4,400000,20000,td,POLYMUL,3.9327e-47,5.7987e-48,7.6933e-08
serial,FMA,4,400000,20000,qd,HORNER,4.3486e-65,8.5698e-66,4.8751e-08
serial,FMA,4,400000,20000,qd,HORNER-V,4.3486e-65,8.5698e-66,5.0727e-08
serial,FMA,4,400000,20000,qd,ESTRIN,9.9378e-65,1.5574e-65,1.1708e-07
serial,FMA,4,400000,20000,qd,ESTRIN-V,9.9378e-65,1.5574e-65,1.1712e-07
serial,FMA,4,400000,20000,qd,EVALDIFF,9.1525e-65,1.2541e-65,6.2638e-08
serial,FMA,4,400000,20000,qd,POLYMUL,2.2780e-63,3.5289e-64,1.3701e-07
neon,Q,4,400000,20000,dd,HORNER,7.6647e-33,1.7504e-33,1.0479e-08
neon,Q,4,400000,20000,dd,HORNER-V,7.6647e-33,1.7504e-33,8.7439e-09
neon,Q,4,400000,20000,dd,ESTRIN,2.4805e-32,5.0799e-33,4.8874e-08
neon,Q,4,400000,20000,dd,ESTRIN-V,2.4805e-32,5.0799e-33,5.0576e-08
neon,Q,4,400000,20000,dd,EVALDIFF,3.2079e-30,2.6092e-32,9.2070e-09
neon,Q,4,400000,20000,dd,POLYMUL,1.1274e-32,5.3475e-33,3.0059e-08
neon,Q,4,400000,20000,td,HORNER,1.1984e-48,1.2084e-49,8.7197e-08
neon,Q,4,400000,20000,td,HORNER-V,1.1984e-48,1.2084e-49,6.5269e-08
neon,Q,4,400000,20000,td,ESTRIN,1.0867e-48,1.6322e-49,1.4298e-07
neon,Q,4,400000,20000,td,ESTRIN-V,5.3515e-49,1.2337e-49,1.6156e-07
neon,Q,4,400000,20000,td,EVALDIFF,1.1147e-48,1.1491e-49,8.2114e-08
neon,Q,4,400000,20000,td,POLYMUL,3.6136e-48,1.0884e-48,2.8156e-07
neon,Q,4,400000,20000,qd,HORNER,1.5485e-65,2.5526e-66,2.3449e-07
neon,Q,4,400000,20000,qd,HORNER-V,1.5485e-65,2.5526e-66,8.0523e-08
neon,Q,4,400000,20000,qd,ESTRIN,2.0863e-65,4.3293e-66,3.4293e-07
neon,Q,4,400000,20000,qd,ESTRIN-V,1.2179e-64,1.2766e-65,2.4321e-07
neon,Q,4,400000,20000,qd,EVALDIFF,1.7729e-65,3.2084e-66,2.0909e-07
neon,Q,4,400000,20000,qd,POLYMUL,3.9131e-65,8.7706e-66,5.1871e-07
neon,BF,4,400000,20000,dd,HORNER,7.6647e-33,1.7302e-33,1.5158e-08
neon,BF,4,400000,20000,dd,HORNER-V,7.6647e-33,1.7302e-33,1.0370e-08
neon,BF,4,400000,20000,dd,ESTRIN,2.4662e-32,4.8933e-33,5.3489e-08
neon,BF,4,400000,20000,dd,ESTRIN-V,2.4662e-32,4.8933e-33,5.5377e-08
neon,BF,4,400000,20000,dd,EVALDIFF,3.2079e-30,2.6125e-32,1.2595e-08
neon,BF,4,400000,20000,dd,POLYMUL,1.1274e-32,5.3475e-33,3.9522e-08
neon,BF,4,400000,20000,td,HORNER,7.8661e-49,1.2378e-49,5.8109e-08
neon,BF,4,400000,20000,td,HORNER-V,7.8661e-49,1.2378e-49,4.0754e-08
neon,BF,4,400000,20000,td,ESTRIN,1.5990e-48,2.3041e-49,1.0722e-07
neon,BF,4,400000,20000,td,ESTRIN-V,1.5990e-48,2.3041e-49,1.0296e-07
neon,BF,4,400000,20000,td,EVALDIFF,6.6880e-49,1.7739e-49,6.1094e-08
neon,BF,4,400000,20000,td,POLYMUL,3.9327e-47,5.8520e-48,1.3118e-07
neon,BF,4,400000,20000,qd,HORNER,4.1094e-65,8.2713e-66,9.9620e-08
neon,BF,4,400000,20000,qd,HORNER-V,4.1094e-65,8.2713e-66,6.5878e-08
neon,BF,4,400000,20000,qd,ESTRIN,7.5870e-65,1.2915e-65,1.4730e-07
neon,BF,4,400000,20000,qd,ESTRIN-V,7.5870e-65,1.2915e-65,1.5818e-07
neon,BF,4,400000,20000,qd,EVALDIFF,6.2977e-65,1.2134e-65,1.1002e-07
neon,BF,4,400000,20000,qd,POLYMUL,1.2693e-64,6.3817e-65,2.7111e-07
neon,FMA,4,400000,20000,dd,HORNER,6.7199e-33,1.7572e-33,6.8264e-09
neon,FMA,4,400000,20000,dd,HORNER-V,6.7199e-33,1.7572e-33,6.2111e-09
neon,FMA,4,400000,20000,dd,ESTRIN,3.3861e-32,5.9136e-33,4.2760e-08
neon,FMA,4,400000,20000,dd,ESTRIN-V,3.3861e-32,5.9136e-33,4.3648e-08
neon,FMA,4,400000,20000,dd,EVALDIFF,3.2079e-30,2.7653e-32,6.7394e-09
neon,FMA,4,400000,20000,dd,POLYMUL,9.6090e-33,5.1095e-33,2.7038e-08
neon,FMA,4,400000,20000,td,HORNER,1.1118e-48,1.5835e-49,2.7918e-08
neon,FMA,4,400000,20000,td,HORNER-V,1.1118e-48,1.5835e-49,2.6533e-08
neon,FMA,4,400000,20000,td,ESTRIN,1.5990e-48,2.5550e-49,7.9351e-08
neon,FMA,4,400000,20000,td,ESTRIN-V,1.5990e-48,2.5550e-49,8.2903e-08
neon,FMA,4,400000,20000,td,EVALDIFF,1.9708e-48,2.6581e-49,4.6393e-08
neon,FMA,4,400000,20000,td,POLYMUL,3.9327e-47,5.7987e-48,7.7167e-08
neon,FMA,4,400000,20000,qd,HORNER,4.3486e-65,8.5698e-66,4.8893e-08
neon,FMA,4,400000,20000,qd,HORNER-V,4.3486e-65,8.5698e-66,3.2539e-08
neon,FMA,4,400000,20000,qd,ESTRIN,9.9378e-65,1.5574e-65,1.1736e-07
neon,FMA,4,400000,20000,qd,ESTRIN-V,9.9378e-65,1.5574e-65,1.3492e-07
neon,FMA,4,400000,20000,qd,EVALDIFF,9.1525e-65,1.2541e-65,6.2682e-08
neon,FMA,4,400000,20000,qd,POLYMUL,2.2780e-63,3.5289e-64,1.3710e-07
sve2,Q,4,400000,20000,dd,HORNER,7.6647e-33,1.7504e-33,1.0441e-08
sve2,Q,4,400000,20000,dd,HORNER-V,7.6647e-33,1.7504e-33,8.0617e-09
sve2,Q,4,400000,20000,dd,ESTRIN,2.4805e-32,5.0799e-33,4.4646e-08
sve2,Q,4,400000,20000,dd,ESTRIN-V,2.4805e-32,4.9725e-33,5.1009e-08
sve2,Q,4,400000,20000,dd,EVALDIFF,3.2079e-30,2.6092e-32,9.1998e-09
sve2,Q,4,400000,20000,dd,POLYMUL,1.1274e-32,5.3475e-33,3.0314e-08
sve2,Q,4,400000,20000,td,HORNER,1.1984e-48,1.2084e-49,8.7140e-08
sve2,Q,4,400000,20000,td,HORNER-V,1.1984e-48,1.2084e-49,7.4000e-08
sve2,Q,4,400000,20000,td,ESTRIN,1.0867e-48,1.6322e-49,1.4268e-07
sve2,Q,4,400000,20000,td,ESTRIN-V,5.3515e-49,1.2337e-49,1.6297e-07
sve2,Q,4,400000,20000,td,EVALDIFF,1.1147e-48,1.1491e-49,8.5334e-08
sve2,Q,4,400000,20000,td,POLYMUL,3.6136e-48,1.0884e-48,2.8298e-07
sve2,Q,4,400000,20000,qd,HORNER,1.5485e-65,2.5526e-66,2.3804e-07
sve2,Q,4,400000,20000,qd,HORNER-V,1.5485e-65,2.5526e-66,9.9657e-08
sve2,Q,4,400000,20000,qd,ESTRIN,2.0863e-65,4.3293e-66,3.4965e-07
sve2,Q,4,400000,20000,qd,ESTRIN-V,1.2179e-64,1.3061e-65,2.5079e-07
sve2,Q,4,400000,20000,qd,EVALDIFF,1.7729e-65,3.2084e-66,2.1039e-07
sve2,Q,4,400000,20000,qd,POLYMUL,3.9131e-65,8.7706e-66,5.2594e-07
sve2,BF,4,400000,20000,dd,HORNER,7.6647e-33,1.7302e-33,1.5179e-08
sve2,BF,4,400000,20000,dd,HORNER-V,7.6647e-33,1.7302e-33,9.7982e-09
sve2,BF,4,400000,20000,dd,ESTRIN,2.4662e-32,4.8933e-33,5.4344e-08
sve2,BF,4,400000,20000,dd,ESTRIN-V,2.4662e-32,4.8933e-33,5.6149e-08
sve2,BF,4,400000,20000,dd,EVALDIFF,3.2079e-30,2.6125e-32,1.2662e-08
sve2,BF,4,400000,20000,dd,POLYMUL,1.1274e-32,5.3475e-33,3.9974e-08
sve2,BF,4,400000,20000,td,HORNER,7.8661e-49,1.2378e-49,5.8351e-08
sve2,BF,4,400000,20000,td,HORNER-V,7.8661e-49,1.2378e-49,4.0781e-08
sve2,BF,4,400000,20000,td,ESTRIN,1.5990e-48,2.3041e-49,1.0735e-07
sve2,BF,4,400000,20000,td,ESTRIN-V,1.5990e-48,2.3041e-49,1.0397e-07
sve2,BF,4,400000,20000,td,EVALDIFF,6.6880e-49,1.7739e-49,6.1132e-08
sve2,BF,4,400000,20000,td,POLYMUL,3.9327e-47,5.8520e-48,1.3137e-07
sve2,BF,4,400000,20000,qd,HORNER,4.1094e-65,8.2713e-66,9.9068e-08
sve2,BF,4,400000,20000,qd,HORNER-V,4.1094e-65,8.2713e-66,6.8632e-08
sve2,BF,4,400000,20000,qd,ESTRIN,7.5870e-65,1.2915e-65,1.4714e-07
sve2,BF,4,400000,20000,qd,ESTRIN-V,7.5870e-65,1.2915e-65,1.6098e-07
sve2,BF,4,400000,20000,qd,EVALDIFF,6.2977e-65,1.2134e-65,1.0810e-07
sve2,BF,4,400000,20000,qd,POLYMUL,1.2693e-64,6.3817e-65,2.7014e-07
sve2,FMA,4,400000,20000,dd,HORNER,6.7199e-33,1.7572e-33,6.8114e-09
sve2,FMA,4,400000,20000,dd,HORNER-V,6.7199e-33,1.7572e-33,6.2196e-09
sve2,FMA,4,400000,20000,dd,ESTRIN,3.3861e-32,5.9136e-33,4.0293e-08
sve2,FMA,4,400000,20000,dd,ESTRIN-V,3.3861e-32,5.9136e-33,4.3738e-08
sve2,FMA,4,400000,20000,dd,EVALDIFF,3.2079e-30,2.7653e-32,6.7317e-09
sve2,FMA,4,400000,20000,dd,POLYMUL,9.6090e-33,5.1095e-33,2.8517e-08
sve2,FMA,4,400000,20000,td,HORNER,1.1118e-48,1.5835e-49,2.8564e-08
sve2,FMA,4,400000,20000,td,HORNER-V,1.1118e-48,1.5835e-49,2.5814e-08
sve2,FMA,4,400000,20000,td,ESTRIN,1.5990e-48,2.5550e-49,7.9518e-08
sve2,FMA,4,400000,20000,td,ESTRIN-V,1.5990e-48,2.5550e-49,8.2841e-08
sve2,FMA,4,400000,20000,td,EVALDIFF,1.9708e-48,2.6581e-49,4.6613e-08
sve2,FMA,4,400000,20000,td,POLYMUL,3.9327e-47,5.7987e-48,7.6938e-08
sve2,FMA,4,400000,20000,qd,HORNER,4.3486e-65,8.5698e-66,5.0298e-08
sve2,FMA,4,400000,20000,qd,HORNER-V,4.3486e-65,8.5698e-66,4.1961e-08
sve2,FMA,4,400000,20000,qd,ESTRIN,9.9378e-65,1.5574e-65,1.1801e-07
sve2,FMA,4,400000,20000,qd,ESTRIN-V,9.9378e-65,1.5574e-65,1.3524e-07
sve2,FMA,4,400000,20000,qd,EVALDIFF,9.1525e-65,1.2541e-65,6.2659e-08
sve2,FMA,4,400000,20000,qd,POLYMUL,2.2780e-63,3.5289e-64,1.3716e-07
serial,Q,6,400000,20000,dd,HORNER,1.0157e-32,1.8680e-33,1.8988e-08
serial,Q,6,400000,20000,dd,HORNER-V,1.0157e-32,1.8680e-33,1.9121e-08
serial,Q,6,400000,20000,dd,ESTRIN,2.1319e-32,5.0839e-33,5.8198e-08
serial,Q,6,400000,20000,dd,ESTRIN-V,2.1319e-32,5.0839e-33,5.8184e-08
serial,Q,6,400000,20000,dd,EVALDIFF,2.4695e-31,1.1709e-32,1.7599e-08
serial,Q,6,400000,20000,dd,POLYMUL,1.3049e-32,4.2943e-33,5.1016e-08
serial,Q,6,400000,20000,td,HORNER,8.0567e-49,1.1022e-49,1.4250e-07
serial,Q,6,400000,20000,td,HORNER-V,8.0567e-49,1.1022e-49,2.1333e-07
serial,Q,6,400000,20000,td,ESTRIN,1.1206e-48,1.7125e-49,1.5398e-07
serial,Q,6,400000,20000,td,ESTRIN-V,1.1206e-48,1.7125e-49,1.5371e-07
serial,Q,6,400000,20000,td,EVALDIFF,5.6409e-49,9.6132e-50,1.3428e-07
serial,Q,6,400000,20000,td,POLYMUL,5.4026e-48,1.2439e-48,5.2300e-07
serial,Q,6,400000,20000,qd,HORNER,1.8286e-65,2.3357e-66,3.5647e-07
serial,Q,6,400000,20000,qd,HORNER-V,1.8286e-65,2.3357e-66,3.3541e-07
serial,Q,6,400000,20000,qd,ESTRIN,2.9483e-65,4.2418e-66,4.1069e-07
serial,Q,6,400000,20000,qd,ESTRIN-V,2.9483e-65,4.2418e-66,4.1028e-07
serial,Q,6,400000,20000,qd,EVALDIFF,1.9834e-65,2.8598e-66,3.3948e-07
serial,Q,6,400000,20000,qd,POLYMUL,9.8661e-66,3.5663e-66,9.6353e-07
serial,BF,6,400000,20000,dd,HORNER,1.0157e-32,1.8586e-33,2.7663e-08
serial,BF,6,400000,20000,dd,HORNER-V,1.0157e-32,1.8586e-33,2.6174e-08
serial,BF,6,400000,20000,dd,ESTRIN,2.1319e-32,4.9912e-33,6.4083e-08
serial,BF,6,400000,20000,dd,ESTRIN-V,2.1319e-32,4.9912e-33,6.3934e-08
serial,BF,6,400000,20000,dd,EVALDIFF,2.4695e-31,1.1458e-32,2.4998e-08
serial,BF,6,400000,20000,dd,POLYMUL,1.3049e-32,3.9515e-33,6.8474e-08
serial,BF,6,400000,20000,td,HORNER,8.7366e-49,1.1781e-49,9.6684e-08
serial,BF,6,400000,20000,td,HORNER-V,8.7366e-49,1.1781e-49,9.7887e-08
serial,BF,6,400000,20000,td,ESTRIN,1.1448e-48,2.2150e-49,1.1576e-07
serial,BF,6,400000,20000,td,ESTRIN-V,1.1448e-48,2.2150e-49,1.1595e-07
serial,BF,6,400000,20000,td,EVALDIFF,9.5559e-49,1.6009e-49,1.0032e-07
serial,BF,6,400000,20000,td,POLYMUL,5.4026e-48,1.2906e-48,2.4393e-07
serial,BF,6,400000,20000,qd,HORNER,8.2352e-65,7.9496e-66,1.5708e-07
serial,BF,6,400000,20000,qd,HORNER-V,8.2352e-65,7.9496e-66,1.5707e-07
serial,BF,6,400000,20000,qd,ESTRIN,7.2295e-65,1.2656e-65,1.4969e-07
serial,BF,6,400000,20000,qd,ESTRIN-V,7.2295e-65,1.2656e-65,1.4959e-07
serial,BF,6,400000,20000,qd,EVALDIFF,7.6662e-65,1.1498e-65,1.6724e-07
serial,BF,6,400000,20000,qd,POLYMUL,3.7487e-64,6.0207e-65,5.0867e-07
serial,FMA,6,400000,20000,dd,HORNER,1.0157e-32,1.8872e-33,1.2192e-08
serial,FMA,6,400000,20000,dd,HORNER-V,1.0157e-32,1.8872e-33,1.4031e-08
serial,FMA,6,400000,20000,dd,ESTRIN,3.1031e-32,6.2325e-33,5.3494e-08
serial,FMA,6,400000,20000,dd,ESTRIN-V,3.1031e-32,6.2325e-33,5.3642e-08
serial,FMA,6,400000,20000,dd,EVALDIFF,3.2977e-31,1.4093e-32,1.2244e-08
serial,FMA,6,400000,20000,dd,POLYMUL,1.3049e-32,4.9085e-33,4.5976e-08
serial,FMA,6,400000,20000,td,HORNER,9.9513e-49,1.2411e-49,4.8228e-08
serial,FMA,6,400000,20000,td,HORNER-V,9.9513e-49,1.2411e-49,5.1682e-08
serial,FMA,6,400000,20000,td,ESTRIN,1.3935e-48,2.8678e-49,8.5039e-08
serial,FMA,6,400000,20000,td,ESTRIN-V,1.3935e-48,2.8678e-49,8.5109e-08
serial,FMA,6,400000,20000,td,EVALDIFF,1.7828e-48,2.6240e-49,6.6873e-08
serial,FMA,6,400000,20000,td,POLYMUL,5.4026e-48,1.2494e-48,1.3197e-07
serial,FMA,6,400000,20000,qd,HORNER,1.0490e-64,8.5919e-66,7.7349e-08
serial,FMA,6,400000,20000,qd,HORNER-V,1.0490e-64,8.5919e-66,7.9270e-08
serial,FMA,6,400000,20000,qd,ESTRIN,8.3664e-65,1.4469e-65,1.2130e-07
serial,FMA,6,400000,20000,qd,ESTRIN-V,8.3664e-65,1.4469e-65,1.2113e-07
serial,FMA,6,400000,20000,qd,EVALDIFF,1.1302e-64,1.5874e-65,1.0101e-07
serial,FMA,6,400000,20000,qd,POLYMUL,4.3011e-64,6.4355e-65,2.5426e-07
neon,Q,6,400000,20000,dd,HORNER,1.0157e-32,1.8680e-33,1.9208e-08
neon,Q,6,400000,20000,dd,HORNER-V,1.0157e-32,1.8680e-33,1.4221e-08
neon,Q,6,400000,20000,dd,ESTRIN,2.1319e-32,5.0839e-33,5.8909e-08
neon,Q,6,400000,20000,dd,ESTRIN-V,2.1319e-32,5.0839e-33,5.1559e-08
neon,Q,6,400000,20000,dd,EVALDIFF,2.4695e-31,1.1709e-32,1.7821e-08
neon,Q,6,400000,20000,dd,POLYMUL,1.3049e-32,4.2943e-33,5.1670e-08
neon,Q,6,400000,20000,td,HORNER,8.0567e-49,1.1022e-49,1.4309e-07
neon,Q,6,400000,20000,td,HORNER-V,8.0567e-49,1.1022e-49,1.0294e-07
neon,Q,6,400000,20000,td,ESTRIN,1.1206e-48,1.7125e-49,1.5998e-07
neon,Q,6,400000,20000,td,ESTRIN-V,6.7134e-49,1.2265e-49,1.6229e-07
neon,Q,6,400000,20000,td,EVALDIFF,5.6409e-49,9.6132e-50,1.4235e-07
neon,Q,6,400000,20000,td,POLYMUL,5.4026e-48,1.2439e-48,5.2796e-07
neon,Q,6,400000,20000,qd,HORNER,1.8286e-65,2.3357e-66,3.6200e-07
neon,Q,6,400000,20000,qd,HORNER-V,1.8286e-65,2.3357e-66,1.2430e-07
neon,Q,6,400000,20000,qd,ESTRIN,2.9483e-65,4.2418e-66,4.1710e-07
neon,Q,6,400000,20000,qd,ESTRIN-V,1.2180e-64,1.3140e-65,2.4851e-07
neon,Q,6,400000,20000,qd,EVALDIFF,1.9834e-65,2.8598e-66,3.4782e-07
neon,Q,6,400000,20000,qd,POLYMUL,9.8661e-66,3.5663e-66,9.7726e-07
neon,BF,6,400000,20000,dd,HORNER,1.0157e-32,1.8586e-33,2.7703e-08
neon,BF,6,400000,20000,dd,HORNER-V,1.0157e-32,1.8586e-33,1.8842e-08
neon,BF,6,400000,20000,dd,ESTRIN,2.1319e-32,4.9912e-33,6.4069e-08
neon,BF,6,400000,20000,dd,ESTRIN-V,2.1319e-32,4.9912e-33,5.6177e-08
neon,BF,6,400000,20000,dd,EVALDIFF,2.4695e-31,1.1458e-32,2.5066e-08
neon,BF,6,400000,20000,dd,POLYMUL,1.3049e-32,3.9515e-33,6.8367e-08
neon,BF,6,400000,20000,td,HORNER,8.7366e-49,1.1781e-49,9.6865e-08
neon,BF,6,400000,20000,td,HORNER-V,8.7366e-49,1.1781e-49,6.6683e-08
neon,BF,6,400000,20000,td,ESTRIN,1.1448e-48,2.2150e-49,1.1604e-07
neon,BF,6,400000,20000,td,ESTRIN-V,1.1448e-48,2.2150e-49,1.0369e-07
neon,BF,6,400000,20000,td,EVALDIFF,9.5559e-49,1.6009e-49,1.0037e-07
neon,BF,6,400000,20000,td,POLYMUL,5.4026e-48,1.2906e-48,2.4469e-07
neon,BF,6,400000,20000,qd,HORNER,8.2352e-65,7.9496e-66,1.5726e-07
neon,BF,6,400000,20000,qd,HORNER-V,8.2352e-65,7.9496e-66,1.0227e-07
neon,BF,6,400000,20000,qd,ESTRIN,7.2295e-65,1.2656e-65,1.5305e-07
