backend,variant,deg,npts,rep,type,op,maxrelerr,meanrelerr,tpercall
neon,BF,6,400000,20000,qd,ESTRIN-V,7.2295e-65,1.2656e-65,1.5982e-07
neon,BF,6,400000,20000,qd,EVALDIFF,7.6662e-65,1.1498e-65,1.7560e-07
neon,BF,6,400000,20000,qd,POLYMUL,3.7487e-64,6.0207e-65,5.0973e-07
neon,FMA,6,400000,20000,dd,HORNER,1.0157e-32,1.8872e-33,1.2051e-08
neon,FMA,6,400000,20000,dd,HORNER-V,1.0157e-32,1.8872e-33,1.0427e-08
neon,FMA,6,400000,20000,dd,ESTRIN,3.1031e-32,6.2325e-33,5.2782e-08
neon,FMA,6,400000,20000,dd,ESTRIN-V,3.1031e-32,6.2325e-33,4.3626e-08
neon,FMA,6,400000,20000,dd,EVALDIFF,3.2977e-31,1.4093e-32,1.2066e-08
neon,FMA,6,400000,20000,dd,POLYMUL,1.3049e-32,4.9085e-33,4.5302e-08
neon,FMA,6,400000,20000,td,HORNER,9.9513e-49,1.2411e-49,4.7656e-08
neon,FMA,6,400000,20000,td,HORNER-V,9.9513e-49,1.2411e-49,4.2869e-08
neon,FMA,6,400000,20000,td,ESTRIN,1.3935e-48,2.8678e-49,8.3491e-08
neon,FMA,6,400000,20000,td,ESTRIN-V,1.3935e-48,2.8678e-49,8.2076e-08
neon,FMA,6,400000,20000,td,EVALDIFF,1.7828e-48,2.6240e-49,7.0685e-08
neon,FMA,6,400000,20000,td,POLYMUL,5.4026e-48,1.2494e-48,1.2983e-07
neon,FMA,6,400000,20000,qd,HORNER,1.0490e-64,8.5919e-66,7.6213e-08
neon,FMA,6,400000,20000,qd,HORNER-V,1.0490e-64,8.5919e-66,4.9981e-08
neon,FMA,6,400000,20000,qd,ESTRIN,8.3664e-65,1.4469e-65,1.2057e-07
neon,FMA,6,400000,20000,qd,ESTRIN-V,8.3664e-65,1.4469e-65,1.3547e-07
neon,FMA,6,400000,20000,qd,EVALDIFF,1.1302e-64,1.5874e-65,9.9670e-08
neon,FMA,6,400000,20000,qd,POLYMUL,4.3011e-64,6.4355e-65,2.5075e-07
sve2,Q,6,400000,20000,dd,HORNER,1.0157e-32,1.8680e-33,1.8928e-08
sve2,Q,6,400000,20000,dd,HORNER-V,1.0157e-32,1.8680e-33,1.2967e-08
sve2,Q,6,400000,20000,dd,ESTRIN,2.1319e-32,5.0839e-33,5.7430e-08
sve2,Q,6,400000,20000,dd,ESTRIN-V,2.1319e-32,4.9960e-33,5.1455e-08
sve2,Q,6,400000,20000,dd,EVALDIFF,2.4695e-31,1.1709e-32,1.7588e-08
sve2,Q,6,400000,20000,dd,POLYMUL,1.3049e-32,4.2943e-33,5.1399e-08
sve2,Q,6,400000,20000,td,HORNER,8.0567e-49,1.1022e-49,1.4090e-07
sve2,Q,6,400000,20000,td,HORNER-V,8.0567e-49,1.1022e-49,1.1502e-07
sve2,Q,6,400000,20000,td,ESTRIN,1.1206e-48,1.7125e-49,1.5677e-07
sve2,Q,6,400000,20000,td,ESTRIN-V,6.7134e-49,1.2265e-49,1.6253e-07
sve2,Q,6,400000,20000,td,EVALDIFF,5.6409e-49,9.6132e-50,1.4665e-07
sve2,Q,6,400000,20000,td,POLYMUL,5.4026e-48,1.2439e-48,5.2124e-07
sve2,Q,6,400000,20000,qd,HORNER,1.8286e-65,2.3357e-66,3.6145e-07
sve2,Q,6,400000,20000,qd,HORNER-V,1.8286e-65,2.3357e-66,1.5050e-07
sve2,Q,6,400000,20000,qd,ESTRIN,2.9483e-65,4.2418e-66,4.2039e-07
sve2,Q,6,400000,20000,qd,ESTRIN-V,1.2180e-64,1.3366e-65,2.5077e-07
sve2,Q,6,400000,20000,qd,EVALDIFF,1.9834e-65,2.8598e-66,3.4491e-07
sve2,Q,6,400000,20000,qd,POLYMUL,9.8661e-66,3.5663e-66,9.8141e-07
sve2,BF,6,400000,20000,dd,HORNER,1.0157e-32,1.8586e-33,2.7334e-08
sve2,BF,6,400000,20000,dd,HORNER-V,1.0157e-32,1.8586e-33,1.7502e-08
sve2,BF,6,400000,20000,dd,ESTRIN,2.1319e-32,4.9912e-33,6.3825e-08
sve2,BF,6,400000,20000,dd,ESTRIN-V,2.1319e-32,4.9912e-33,5.6500e-08
sve2,BF,6,400000,20000,dd,EVALDIFF,2.4695e-31,1.1458e-32,2.4715e-08
sve2,BF,6,400000,20000,dd,POLYMUL,1.3049e-32,3.9515e-33,6.7659e-08
sve2,BF,6,400000,20000,td,HORNER,8.7366e-49,1.1781e-49,9.6265e-08
sve2,BF,6,400000,20000,td,HORNER-V,8.7366e-49,1.1781e-49,6.5027e-08
sve2,BF,6,400000,20000,td,ESTRIN,1.1448e-48,2.2150e-49,1.1546e-07
sve2,BF,6,400000,20000,td,ESTRIN-V,1.1448e-48,2.2150e-49,1.0400e-07
sve2,BF,6,400000,20000,td,EVALDIFF,9.5559e-49,1.6009e-49,9.9343e-08
sve2,BF,6,400000,20000,td,POLYMUL,5.4026e-48,1.2906e-48,2.4150e-07
sve2,BF,6,400000,20000,qd,HORNER,8.2352e-65,7.9496e-66,1.5448e-07
sve2,BF,6,400000,20000,qd,HORNER-V,8.2352e-65,7.9496e-66,1.0417e-07
sve2,BF,6,400000,20000,qd,ESTRIN,7.2295e-65,1.2656e-65,1.5067e-07
sve2,BF,6,400000,20000,qd,ESTRIN-V,7.2295e-65,1.2656e-65,1.6126e-07
sve2,BF,6,400000,20000,qd,EVALDIFF,7.6662e-65,1.1498e-65,1.7299e-07
sve2,BF,6,400000,20000,qd,POLYMUL,3.7487e-64,6.0207e-65,5.0061e-07
sve2,FMA,6,400000,20000,dd,HORNER,1.0157e-32,1.8872e-33,1.2148e-08
sve2,FMA,6,400000,20000,dd,HORNER-V,1.0157e-32,1.8872e-33,9.8494e-09
sve2,FMA,6,400000,20000,dd,ESTRIN,3.1031e-32,6.2325e-33,5.1023e-08
sve2,FMA,6,400000,20000,dd,ESTRIN-V,3.1031e-32,6.2325e-33,4.5293e-08
sve2,FMA,6,400000,20000,dd,EVALDIFF,3.2977e-31,1.4093e-32,1.2197e-08
sve2,FMA,6,400000,20000,dd,POLYMUL,1.3049e-32,4.9085e-33,4.8930e-08
sve2,FMA,6,400000,20000,td,HORNER,9.9513e-49,1.2411e-49,4.9304e-08
sve2,FMA,6,400000,20000,td,HORNER-V,9.9513e-49,1.2411e-49,4.1903e-08
sve2,FMA,6,400000,20000,td,ESTRIN,1.3935e-48,2.8678e-49,8.4346e-08
sve2,FMA,6,400000,20000,td,ESTRIN-V,1.3935e-48,2.8678e-49,8.3607e-08
sve2,FMA,6,400000,20000,td,EVALDIFF,1.7828e-48,2.6240e-49,7.1038e-08
sve2,FMA,6,400000,20000,td,POLYMUL,5.4026e-48,1.2494e-48,1.3300e-07
sve2,FMA,6,400000,20000,qd,HORNER,1.0490e-64,8.5919e-66,7.9506e-08
sve2,FMA,6,400000,20000,qd,HORNER-V,1.0490e-64,8.5919e-66,6.3858e-08
sve2,FMA,6,400000,20000,qd,ESTRIN,8.3664e-65,1.4469e-65,1.2312e-07
sve2,FMA,6,400000,20000,qd,ESTRIN-V,8.3664e-65,1.4469e-65,1.3682e-07
sve2,FMA,6,400000,20000,qd,EVALDIFF,1.1302e-64,1.5874e-65,1.0112e-07
sve2,FMA,6,400000,20000,qd,POLYMUL,4.3011e-64,6.4355e-65,2.5460e-07
serial,Q,8,400000,20000,dd,HORNER,7.2125e-33,1.8714e-33,2.9355e-08
serial,Q,8,400000,20000,dd,HORNER-V,7.2125e-33,1.8714e-33,3.1029e-08
serial,Q,8,400000,20000,dd,ESTRIN,3.0260e-32,6.3563e-33,7.3305e-08
serial,Q,8,400000,20000,dd,ESTRIN-V,3.0260e-32,6.3563e-33,7.3421e-08
serial,Q,8,400000,20000,dd,EVALDIFF,6.9877e-31,1.6885e-32,2.7755e-08
serial,Q,8,400000,20000,dd,POLYMUL,1.6763e-31,2.5916e-32,7.9342e-08
serial,Q,8,400000,20000,td,HORNER,7.4694e-49,1.1049e-49,1.9544e-07
serial,Q,8,400000,20000,td,HORNER-V,7.4694e-49,1.1049e-49,2.8180e-07
serial,Q,8,400000,20000,td,ESTRIN,1.1944e-48,1.7450e-49,2.0762e-07
serial,Q,8,400000,20000,td,ESTRIN-V,1.1944e-48,1.7450e-49,2.0762e-07
serial,Q,8,400000,20000,td,EVALDIFF,5.0247e-49,1.0104e-49,1.8774e-07
serial,Q,8,400000,20000,td,POLYMUL,2.2961e-48,7.8208e-49,8.2985e-07
serial,Q,8,400000,20000,qd,HORNER,1.5166e-65,2.7249e-66,4.7765e-07
serial,Q,8,400000,20000,qd,HORNER-V,1.5166e-65,2.7249e-66,4.4881e-07
serial,Q,8,400000,20000,qd,ESTRIN,1.9908e-65,5.1108e-66,5.9686e-07
serial,Q,8,400000,20000,qd,ESTRIN-V,1.9908e-65,5.1108e-66,5.9574e-07
serial,Q,8,400000,20000,qd,EVALDIFF,2.7256e-65,2.9211e-66,4.7176e-07
serial,Q,8,400000,20000,qd,POLYMUL,1.5506e-63,1.3305e-64,1.5401e-06
serial,BF,8,400000,20000,dd,HORNER,7.2125e-33,1.8857e-33,4.0541e-08
serial,BF,8,400000,20000,dd,HORNER-V,7.2125e-33,1.8857e-33,3.9909e-08
serial,BF,8,400000,20000,dd,ESTRIN,3.0260e-32,6.2926e-33,7.9315e-08
serial,BF,8,400000,20000,dd,ESTRIN-V,3.0260e-32,6.2926e-33,7.9004e-08
serial,BF,8,400000,20000,dd,EVALDIFF,6.9877e-31,1.5603e-32,3.7385e-08
serial,BF,8,400000,20000,dd,POLYMUL,1.6763e-31,2.6030e-32,1.0450e-07
serial,BF,8,400000,20000,td,HORNER,9.4932e-49,1.1792e-49,1.3310e-07
serial,BF,8,400000,20000,td,HORNER-V,9.4932e-49,1.1792e-49,1.3381e-07
serial,BF,8,400000,20000,td,ESTRIN,1.2766e-48,2.3634e-49,1.5211e-07
serial,BF,8,400000,20000,td,ESTRIN-V,1.2766e-48,2.3634e-49,1.5209e-07
serial,BF,8,400000,20000,td,EVALDIFF,7.6973e-49,1.6718e-49,1.3686e-07
serial,BF,8,400000,20000,td,POLYMUL,1.2271e-48,4.7076e-49,3.8501e-07
serial,BF,8,400000,20000,qd,HORNER,7.5062e-65,8.2848e-66,2.1017e-07
serial,BF,8,400000,20000,qd,HORNER-V,7.5062e-65,8.2848e-66,2.0978e-07
serial,BF,8,400000,20000,qd,ESTRIN,7.2694e-65,1.5059e-65,2.1128e-07
serial,BF,8,400000,20000,qd,ESTRIN-V,7.2694e-65,1.5059e-65,2.1111e-07
serial,BF,8,400000,20000,qd,EVALDIFF,1.1296e-64,1.2695e-65,2.2853e-07
serial,BF,8,400000,20000,qd,POLYMUL,4.3480e-63,4.1875e-64,8.0399e-07
serial,FMA,8,400000,20000,dd,HORNER,1.1688e-32,1.9596e-33,1.8447e-08
serial,FMA,8,400000,20000,dd,HORNER-V,1.1688e-32,1.9596e-33,2.0852e-08
serial,FMA,8,400000,20000,dd,ESTRIN,5.9662e-32,7.2905e-33,6.5048e-08
serial,FMA,8,400000,20000,dd,ESTRIN-V,5.9662e-32,7.2905e-33,6.5092e-08
serial,FMA,8,400000,20000,dd,EVALDIFF,6.9877e-31,1.8540e-32,1.8341e-08
serial,FMA,8,400000,20000,dd,POLYMUL,1.1545e-31,1.5370e-32,7.2654e-08
serial,FMA,8,400000,20000,td,HORNER,2.3751e-48,1.4944e-49,6.7197e-08
serial,FMA,8,400000,20000,td,HORNER-V,2.3751e-48,1.4944e-49,7.0940e-08
serial,FMA,8,400000,20000,td,ESTRIN,2.5731e-48,3.2996e-49,1.1013e-07
serial,FMA,8,400000,20000,td,ESTRIN-V,2.5731e-48,3.2996e-49,1.1022e-07
serial,FMA,8,400000,20000,td,EVALDIFF,1.4287e-48,2.4192e-49,8.9797e-08
serial,FMA,8,400000,20000,td,POLYMUL,1.9554e-48,7.8879e-49,2.0617e-07
serial,FMA,8,400000,20000,qd,HORNER,1.4575e-64,9.4946e-66,1.0386e-07
serial,FMA,8,400000,20000,qd,HORNER-V,1.4575e-64,9.4946e-66,1.0567e-07
serial,FMA,8,400000,20000,qd,ESTRIN,1.4788e-64,1.8975e-65,1.6965e-07
serial,FMA,8,400000,20000,qd,ESTRIN-V,1.4788e-64,1.8975e-65,1.6964e-07
serial,FMA,8,400000,20000,qd,EVALDIFF,1.4204e-64,1.4530e-65,1.3661e-07
serial,FMA,8,400000,20000,qd,POLYMUL,4.3480e-63,3.9660e-64,4.0038e-07
neon,Q,8,400000,20000,dd,HORNER,7.2125e-33,1.8714e-33,2.9232e-08
neon,Q,8,400000,20000,dd,HORNER-V,7.2125e-33,1.8714e-33,2.2760e-08
neon,Q,8,400000,20000,dd,ESTRIN,3.0260e-32,6.3563e-33,7.3260e-08
neon,Q,8,400000,20000,dd,ESTRIN-V,3.0260e-32,6.3563e-33,6.2420e-08
neon,Q,8,400000,20000,dd,EVALDIFF,6.9877e-31,1.6885e-32,2.7731e-08
neon,Q,8,400000,20000,dd,POLYMUL,1.6763e-31,2.5916e-32,7.9525e-08
neon,Q,8,400000,20000,td,HORNER,7.4694e-49,1.1049e-49,1.9640e-07
neon,Q,8,400000,20000,td,HORNER-V,7.4694e-49,1.1049e-49,1.3746e-07
neon,Q,8,400000,20000,td,ESTRIN,1.1944e-48,1.7450e-49,2.1312e-07
neon,Q,8,400000,20000,td,ESTRIN-V,5.9158e-49,1.3258e-49,2.3563e-07
neon,Q,8,400000,20000,td,EVALDIFF,5.0247e-49,1.0104e-49,1.9038e-07
neon,Q,8,400000,20000,td,POLYMUL,2.2961e-48,7.8208e-49,8.2442e-07
neon,Q,8,400000,20000,qd,HORNER,1.5166e-65,2.7249e-66,4.7737e-07
neon,Q,8,400000,20000,qd,HORNER-V,1.5166e-65,2.7249e-66,1.6499e-07
neon,Q,8,400000,20000,qd,ESTRIN,1.9908e-65,5.1108e-66,5.9600e-07
neon,Q,8,400000,20000,qd,ESTRIN-V,1.2313e-64,1.3848e-65,3.6354e-07
neon,Q,8,400000,20000,qd,EVALDIFF,2.7256e-65,2.9211e-66,4.7497e-07
neon,Q,8,400000,20000,qd,POLYMUL,1.5506e-63,1.3305e-64,1.5400e-06
neon,BF,8,400000,20000,dd,HORNER,7.2125e-33,1.8857e-33,4.0540e-08
neon,BF,8,400000,20000,dd,HORNER-V,7.2125e-33,1.8857e-33,2.8144e-08
neon,BF,8,400000,20000,dd,ESTRIN,3.0260e-32,6.2926e-33,7.9140e-08
neon,BF,8,400000,20000,dd,ESTRIN-V,3.0260e-32,6.2926e-33,6.9209e-08
neon,BF,8,400000,20000,dd,EVALDIFF,6.9877e-31,1.5603e-32,3.8377e-08
neon,BF,8,400000,20000,dd,POLYMUL,1.6763e-31,2.6030e-32,1.0734e-07
neon,BF,8,400000,20000,td,HORNER,9.4932e-49,1.1792e-49,1.3677e-07
neon,BF,8,400000,20000,td,HORNER-V,9.4932e-49,1.1792e-49,9.0974e-08
neon,BF,8,400000,20000,td,ESTRIN,1.2766e-48,2.3634e-49,1.5307e-07
neon,BF,8,400000,20000,td,ESTRIN-V,1.2766e-48,2.3634e-49,1.3692e-07
neon,BF,8,400000,20000,td,EVALDIFF,7.6973e-49,1.6718e-49,1.3760e-07
neon,BF,8,400000,20000,td,POLYMUL,1.2271e-48,4.7076e-49,3.8532e-07
neon,BF,8,400000,20000,qd,HORNER,7.5062e-65,8.2848e-66,2.1091e-07
neon,BF,8,400000,20000,qd,HORNER-V,7.5062e-65,8.2848e-66,1.3621e-07
neon,BF,8,400000,20000,qd,ESTRIN,7.2694e-65,1.5059e-65,2.1512e-07
neon,BF,8,400000,20000,qd,ESTRIN-V,7.2694e-65,1.5059e-65,2.2548e-07
neon,BF,8,400000,20000,qd,EVALDIFF,1.1296e-64,1.2695e-65,2.3638e-07
neon,BF,8,400000,20000,qd,POLYMUL,4.3480e-63,4.1875e-64,8.0536e-07
neon,FMA,8,400000,20000,dd,HORNER,1.1688e-32,1.9596e-33,1.8972e-08
neon,FMA,8,400000,20000,dd,HORNER-V,1.1688e-32,1.9596e-33,1.6171e-08
neon,FMA,8,400000,20000,dd,ESTRIN,5.9662e-32,7.2905e-33,6.6798e-08
neon,FMA,8,400000,20000,dd,ESTRIN-V,5.9662e-32,7.2905e-33,5.4901e-08
neon,FMA,8,400000,20000,dd,EVALDIFF,6.9877e-31,1.8540e-32,1.8872e-08
neon,FMA,8,400000,20000,dd,POLYMUL,1.1545e-31,1.5370e-32,7.5314e-08
neon,FMA,8,400000,20000,td,HORNER,2.3751e-48,1.4944e-49,6.9246e-08
neon,FMA,8,400000,20000,td,HORNER-V,2.3751e-48,1.4944e-49,6.0865e-08
neon,FMA,8,400000,20000,td,ESTRIN,2.5731e-48,3.2996e-49,1.1415e-07
neon,FMA,8,400000,20000,td,ESTRIN-V,2.5731e-48,3.2996e-49,1.0933e-07
neon,FMA,8,400000,20000,td,EVALDIFF,1.4287e-48,2.4192e-49,9.6934e-08
neon,FMA,8,400000,20000,td,POLYMUL,1.9554e-48,7.8879e-49,2.1194e-07
neon,FMA,8,400000,20000,qd,HORNER,1.4575e-64,9.4946e-66,1.0661e-07
neon,FMA,8,400000,20000,qd,HORNER-V,1.4575e-64,9.4946e-66,6.8854e-08
neon,FMA,8,400000,20000,qd,ESTRIN,1.4788e-64,1.8975e-65,1.7551e-07
neon,FMA,8,400000,20000,qd,ESTRIN-V,1.4788e-64,1.8975e-65,1.9323e-07
neon,FMA,8,400000,20000,qd,EVALDIFF,1.4204e-64,1.4530e-65,1.4031e-07
neon,FMA,8,400000,20000,qd,POLYMUL,4.3480e-63,3.9660e-64,4.1114e-07
sve2,Q,8,400000,20000,dd,HORNER,7.2125e-33,1.8714e-33,2.9170e-08
sve2,Q,8,400000,20000,dd,HORNER-V,7.2125e-33,1.8714e-33,2.0844e-08
sve2,Q,8,400000,20000,dd,ESTRIN,3.0260e-32,6.3563e-33,6.8174e-08
sve2,Q,8,400000,20000,dd,ESTRIN-V,3.0260e-32,6.1895e-33,6.3033e-08
sve2,Q,8,400000,20000,dd,EVALDIFF,6.9877e-31,1.6885e-32,2.7785e-08
sve2,Q,8,400000,20000,dd,POLYMUL,1.6763e-31,2.5916e-32,7.9801e-08
sve2,Q,8,400000,20000,td,HORNER,7.4694e-49,1.1049e-49,1.9510e-07
sve2,Q,8,400000,20000,td,HORNER-V,7.4694e-49,1.1049e-49,1.5524e-07
sve2,Q,8,400000,20000,td,ESTRIN,1.1944e-48,1.7450e-49,2.1177e-07
sve2,Q,8,400000,20000,td,ESTRIN-V,5.9158e-49,1.3258e-49,2.3690e-07
sve2,Q,8,400000,20000,td,EVALDIFF,5.0247e-49,1.0104e-49,1.9588e-07
sve2,Q,8,400000,20000,td,POLYMUL,2.2961e-48,7.8208e-49,8.3317e-07
sve2,Q,8,400000,20000,qd,HORNER,1.5166e-65,2.7249e-66,4.8580e-07
sve2,Q,8,400000,20000,qd,HORNER-V,1.5166e-65,2.7249e-66,2.0133e-07
sve2,Q,8,400000,20000,qd,ESTRIN,1.9908e-65,5.1108e-66,6.1321e-07
sve2,Q,8,400000,20000,qd,ESTRIN-V,1.2313e-64,1.4024e-65,3.7594e-07
sve2,Q,8,400000,20000,qd,EVALDIFF,2.7256e-65,2.9211e-66,4.7827e-07
sve2,Q,8,400000,20000,qd,POLYMUL,1.5506e-63,1.3305e-64,1.5625e-06
sve2,BF,8,400000,20000,dd,HORNER,7.2125e-33,1.8857e-33,4.0589e-08
sve2,BF,8,400000,20000,dd,HORNER-V,7.2125e-33,1.8857e-33,2.5700e-08
sve2,BF,8,400000,20000,dd,ESTRIN,3.0260e-32,6.2926e-33,7.9204e-08
sve2,BF,8,400000,20000,dd,ESTRIN-V,3.0260e-32,6.2926e-33,7.0327e-08
sve2,BF,8,400000,20000,dd,EVALDIFF,6.9877e-31,1.5603e-32,3.7371e-08
sve2,BF,8,400000,20000,dd,POLYMUL,1.6763e-31,2.6030e-32,1.0473e-07
sve2,BF,8,400000,20000,td,HORNER,9.4932e-49,1.1792e-49,1.3406e-07
sve2,BF,8,400000,20000,td,HORNER-V,9.4932e-49,1.1792e-49,8.9232e-08
sve2,BF,8,400000,20000,td,ESTRIN,1.2766e-48,2.3634e-49,1.5279e-07
sve2,BF,8,400000,20000,td,ESTRIN-V,1.2766e-48,2.3634e-49,1.3844e-07
sve2,BF,8,400000,20000,td,EVALDIFF,7.6973e-49,1.6718e-49,1.3741e-07
sve2,BF,8,400000,20000,td,POLYMUL,1.2271e-48,4.7076e-49,3.8541e-07
sve2,BF,8,400000,20000,qd,HORNER,7.5062e-65,8.2848e-66,2.0965e-07
sve2,BF,8,400000,20000,qd,HORNER-V,7.5062e-65,8.2848e-66,1.3993e-07
sve2,BF,8,400000,20000,qd,ESTRIN,7.2694e-65,1.5059e-65,2.1444e-07
sve2,BF,8,400000,20000,qd,ESTRIN-V,7.2694e-65,1.5059e-65,2.2835e-07
sve2,BF,8,400000,20000,qd,EVALDIFF,1.1296e-64,1.2695e-65,2.3771e-07
sve2,BF,8,400000,20000,qd,POLYMUL,4.3480e-63,4.1875e-64,8.0172e-07
sve2,FMA,8,400000,20000,dd,HORNER,1.1688e-32,1.9596e-33,1.8333e-08
sve2,FMA,8,400000,20000,dd,HORNER-V,1.1688e-32,1.9596e-33,1.5138e-08
sve2,FMA,8,400000,20000,dd,ESTRIN,5.9662e-32,7.2905e-33,6.0786e-08
sve2,FMA,8,400000,20000,dd,ESTRIN-V,5.9662e-32,7.2905e-33,5.2930e-08
sve2,FMA,8,400000,20000,dd,EVALDIFF,6.9877e-31,1.8540e-32,1.8351e-08
sve2,FMA,8,400000,20000,dd,POLYMUL,1.1545e-31,1.5370e-32,7.5305e-08
sve2,FMA,8,400000,20000,td,HORNER,2.3751e-48,1.4944e-49,6.8932e-08
sve2,FMA,8,400000,20000,td,HORNER-V,2.3751e-48,1.4944e-49,5.6538e-08
sve2,FMA,8,400000,20000,td,ESTRIN,2.5731e-48,3.2996e-49,1.1043e-07
sve2,FMA,8,400000,20000,td,ESTRIN-V,2.5731e-48,3.2996e-49,1.0677e-07
sve2,FMA,8,400000,20000,td,EVALDIFF,1.4287e-48,2.4192e-49,9.6780e-08
sve2,FMA,8,400000,20000,td,POLYMUL,1.9554e-48,7.8879e-49,2.0697e-07
sve2,FMA,8,400000,20000,qd,HORNER,1.4575e-64,9.4946e-66,1.0678e-07
sve2,FMA,8,400000,20000,qd,HORNER-V,1.4575e-64,9.4946e-66,8.3965e-08
sve2,FMA,8,400000,20000,qd,ESTRIN,1.4788e-64,1.8975e-65,1.7014e-07
sve2,FMA,8,400000,20000,qd,ESTRIN-V,1.4788e-64,1.8975e-65,1.8860e-07
sve2,FMA,8,400000,20000,qd,EVALDIFF,1.4204e-64,1.4530e-65,1.3675e-07
sve2,FMA,8,400000,20000,qd,POLYMUL,4.3480e-63,3.9660e-64,4.0058e-07
serial,Q,12,307692,20000,dd,HORNER,1.1933e-32,2.0166e-33,5.1560e-08
serial,Q,12,307692,20000,dd,HORNER-V,1.1933e-32,2.0166e-33,5.0408e-08
serial,Q,12,307692,20000,dd,ESTRIN,2.6966e-32,6.8095e-33,7.5134e-08
serial,Q,12,307692,20000,dd,ESTRIN-V,2.6966e-32,6.8095e-33,7.5085e-08
serial,Q,12,307692,20000,dd,EVALDIFF,5.2252e-31,1.4030e-32,5.0027e-08
serial,Q,12,307692,20000,dd,POLYMUL,8.3856e-32,1.9140e-32,1.5576e-07
serial,Q,12,307692,20000,td,HORNER,1.2866e-48,1.0267e-49,3.0445e-07
serial,Q,12,307692,20000,td,HORNER-V,1.2866e-48,1.0267e-49,4.1650e-07
serial,Q,12,307692,20000,td,ESTRIN,1.3005e-48,1.8151e-49,2.4620e-07
serial,Q,12,307692,20000,td,ESTRIN-V,1.3005e-48,1.8151e-49,2.4636e-07
serial,Q,12,307692,20000,td,EVALDIFF,1.1374e-48,1.0978e-49,2.9660e-07
serial,Q,12,307692,20000,td,POLYMUL,1.7233e-47,2.1396e-48,1.6409e-06
serial,Q,12,307692,20000,qd,HORNER,1.8328e-65,2.7715e-66,7.1747e-07
serial,Q,12,307692,20000,qd,HORNER-V,1.8328e-65,2.7715e-66,6.7109e-07
serial,Q,12,307692,20000,qd,ESTRIN,2.5374e-65,4.9726e-66,7.6788e-07
serial,Q,12,307692,20000,qd,ESTRIN-V,2.5374e-65,4.9726e-66,7.6761e-07
serial,Q,12,307692,20000,qd,EVALDIFF,1.8941e-65,2.8504e-66,7.3576e-07
serial,Q,12,307692,20000,qd,POLYMUL,7.9985e-65,9.7187e-66,3.1258e-06
serial,BF,12,307692,20000,dd,HORNER,1.2377e-32,2.0214e-33,7.3638e-08
serial,BF,12,307692,20000,dd,HORNER-V,1.2377e-32,2.0214e-33,6.9945e-08
serial,BF,12,307692,20000,dd,ESTRIN,2.3795e-32,6.3704e-33,8.3020e-08
serial,BF,12,307692,20000,dd,ESTRIN-V,2.3795e-32,6.3704e-33,8.2908e-08
serial,BF,12,307692,20000,dd,EVALDIFF,5.2252e-31,1.3350e-32,6.9943e-08
serial,BF,12,307692,20000,dd,POLYMUL,8.3856e-32,1.9140e-32,2.0818e-07
serial,BF,12,307692,20000,td,HORNER,7.2963e-49,1.1613e-49,2.0847e-07
serial,BF,12,307692,20000,td,HORNER-V,7.2963e-49,1.1613e-49,2.0916e-07
serial,BF,12,307692,20000,td,ESTRIN,1.3868e-48,2.4850e-49,1.7476e-07
serial,BF,12,307692,20000,td,ESTRIN-V,1.3868e-48,2.4850e-49,1.7468e-07
serial,BF,12,307692,20000,td,EVALDIFF,6.6197e-49,1.6126e-49,2.1290e-07
serial,BF,12,307692,20000,td,POLYMUL,2.9448e-48,9.4841e-49,7.8236e-07
serial,BF,12,307692,20000,qd,HORNER,3.7998e-65,7.6420e-66,3.2140e-07
serial,BF,12,307692,20000,qd,HORNER-V,3.7998e-65,7.6420e-66,3.2041e-07
serial,BF,12,307692,20000,qd,ESTRIN,8.0642e-65,1.4478e-65,2.3535e-07
serial,BF,12,307692,20000,qd,ESTRIN-V,8.0642e-65,1.4478e-65,2.3545e-07
serial,BF,12,307692,20000,qd,EVALDIFF,9.1867e-65,1.2707e-65,3.5656e-07
serial,BF,12,307692,20000,qd,POLYMUL,1.3968e-64,4.0866e-65,1.6257e-06
serial,FMA,12,307692,20000,dd,HORNER,1.2377e-32,2.1381e-33,3.1953e-08
serial,FMA,12,307692,20000,dd,HORNER-V,1.2377e-32,2.1381e-33,3.4733e-08
serial,FMA,12,307692,20000,dd,ESTRIN,3.2610e-32,7.3708e-33,6.6933e-08
serial,FMA,12,307692,20000,dd,ESTRIN-V,3.2610e-32,7.3708e-33,6.6988e-08
serial,FMA,12,307692,20000,dd,EVALDIFF,1.5854e-30,2.2678e-32,3.2477e-08
serial,FMA,12,307692,20000,dd,POLYMUL,8.3856e-32,1.9926e-32,1.5030e-07
serial,FMA,12,307692,20000,td,HORNER,1.2866e-48,1.5887e-49,1.0934e-07
serial,FMA,12,307692,20000,td,HORNER-V,1.2866e-48,1.5887e-49,1.1385e-07
serial,FMA,12,307692,20000,td,ESTRIN,2.0783e-48,3.5700e-49,1.2670e-07
serial,FMA,12,307692,20000,td,ESTRIN-V,2.0783e-48,3.5700e-49,1.2677e-07
serial,FMA,12,307692,20000,td,EVALDIFF,1.6522e-48,2.7594e-49,1.4081e-07
serial,FMA,12,307692,20000,td,POLYMUL,1.7233e-47,1.9181e-48,4.2351e-07
serial,FMA,12,307692,20000,qd,HORNER,1.0435e-64,8.0732e-66,1.6233e-07
serial,FMA,12,307692,20000,qd,HORNER-V,1.0435e-64,8.0732e-66,1.6454e-07
