platform,host,cpu,cpu_threads,gpu,gpu_arch,cuda,compiler,lib,op,kernel,prec,base,ncomp,prec_bits,dim,nnz,cpu_time,gpu_time,speedup,cpu_kind,relerr,fma,tree,date
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,qd,binary64,4,212,256,0,0.050090685,0.554540334,0.0903,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,qd,binary64,4,212,512,0,0.193976183,2.29935122,0.0844,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,qd,binary64,4,212,1024,0,1.09559039,9.25217197,0.1184,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,ds,binary32,2,48,128,0,0.004042682,0.001075143,3.7601,omp,3.038743e-14,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,ds,binary32,2,48,256,0,0.006720538,0.004259882,1.5776,omp,6.024734e-14,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,ds,binary32,2,48,512,0,0.027205946,0.017204699,1.5813,omp,1.234323e-13,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,ds,binary32,2,48,1024,0,0.134416961,0.076147511,1.7652,omp,2.428962e-13,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,ts,binary32,3,72,128,0,0.005572449,0.006593319,0.8452,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,ts,binary32,3,72,256,0,0.01922829,0.026302923,0.7310,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,ts,binary32,3,72,512,0,0.087818822,0.105173236,0.8350,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,ts,binary32,3,72,1024,0,0.416360718,0.508849874,0.8182,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,qs,binary32,4,96,128,0,0.008303805,0.008181324,1.0150,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,qs,binary32,4,96,256,0,0.037745822,0.032763297,1.1521,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,qs,binary32,4,96,512,0,0.150582622,0.131083546,1.1488,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,qs,binary32,4,96,1024,0,0.788141728,0.666120917,1.1832,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,d,binary64,1,53,128,0,0.000812228,0.001223334,0.6639,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matvec,y = A*x,d,binary64,1,53,128,0,0.000617139,1.3536e-05,45.5924,omp,4.555011e-16,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,d,binary64,1,53,256,0,0.002685421,0.004854664,0.5532,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matvec,y = A*x,d,binary64,1,53,256,0,0.000713459,2.096e-05,34.0391,omp,5.942417e-16,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,d,binary64,1,53,512,0,0.016042335,0.019299935,0.8312,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matvec,y = A*x,d,binary64,1,53,512,0,0.000590115,3.6416e-05,16.2048,omp,7.605201e-16,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,d,binary64,1,53,1024,0,0,0.084263408,,none,-1.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matvec,y = A*x,d,binary64,1,53,1024,0,0.000750852,6.6817e-05,11.2374,omp,1.141894e-15,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,axpy,c = alpha*a  (SCAL; no fused AXPY kernel in the GPU lib),d,binary64,1,53,4096,0,5.76e-07,5.936e-06,0.0970,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,axpy,c = alpha*a  (SCAL; no fused AXPY kernel in the GPU lib),d,binary64,1,53,16384,0,2.208e-06,5.904e-06,0.3740,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,axpy,c = alpha*a  (SCAL; no fused AXPY kernel in the GPU lib),d,binary64,1,53,65536,0,1.0976e-05,6.624e-06,1.6570,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,axpy,c = alpha*a  (SCAL; no fused AXPY kernel in the GPU lib),d,binary64,1,53,262144,0,7.1712e-05,9.216e-06,7.7812,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,axpy,c = alpha*a  (SCAL; no fused AXPY kernel in the GPU lib),d,binary64,1,53,1048576,0,0.000404386,2.6656e-05,15.1705,omp,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,f,binary32,1,24,128,0,0.000359618,0.000956421,0.3760,serial,2.278235e-07,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matvec,y = A*x,f,binary32,1,24,128,0,1.408e-06,1.2864e-05,0.1095,serial,2.019029e-07,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,f,binary32,1,24,256,0,0.007532597,0.003618146,2.0819,serial,3.176498e-07,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matvec,y = A*x,f,binary32,1,24,256,0,6.176e-06,1.976e-05,0.3126,serial,3.277911e-07,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,f,binary32,1,24,512,0,0.071683842,0.014422488,4.9703,serial,4.454438e-07,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matvec,y = A*x,f,binary32,1,24,512,0,2.6544e-05,3.3921e-05,0.7825,serial,4.283389e-07,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matmul,C = A*B,f,binary32,1,24,1024,0,0,0.057608989,,none,-1.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,matvec,y = A*x,f,binary32,1,24,1024,0,0.000131425,6.1969e-05,2.1208,serial,6.167006e-07,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,axpy,c = alpha*a  (SCAL; no fused AXPY kernel in the GPU lib),f,binary32,1,24,4096,0,2.88e-07,5.808e-06,0.0496,serial,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,axpy,c = alpha*a  (SCAL; no fused AXPY kernel in the GPU lib),f,binary32,1,24,16384,0,1.088e-06,5.856e-06,0.1858,serial,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,axpy,c = alpha*a  (SCAL; no fused AXPY kernel in the GPU lib),f,binary32,1,24,65536,0,5.952e-06,6.384e-06,0.9323,serial,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,axpy,c = alpha*a  (SCAL; no fused AXPY kernel in the GPU lib),f,binary32,1,24,262144,0,2.768e-05,8.288e-06,3.3398,serial,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,gdtq,axpy,c = alpha*a  (SCAL; no fused AXPY kernel in the GPU lib),f,binary32,1,24,1048576,0,0.00016936,1.5745e-05,10.7564,serial,0.000000e+00,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf128,mpf,,128,4096,0,9.15527344e-05,0.000197712798,0.4631,mpf-omp,4.608052e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf128,mpf,,128,16384,0,0.000439554919,0.000204432756,2.1501,mpf-omp,4.845632e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf128,mpf,,128,65536,0,0.00153484009,0.000247472897,6.2021,mpf-omp,4.669464e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf128,mpf,,128,262144,0,0.0069921948,0.000582450069,12.0048,mpf-omp,4.726006e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf128,mpf,,128,1048576,0,0.0295052491,0.00167317688,17.6343,mpf-omp,4.768170e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf128,mpf,,128,128,0,0.000184977427,0.000474899076,0.3895,mpf-omp,4.726082e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf128,mpf,,128,256,0,0.000688179862,0.000764084049,0.9007,mpf-omp,4.385082e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf128,mpf,,128,512,0,0.00417894823,0.00147731882,2.8287,mpf-omp,4.887512e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf128,mpf,,128,1024,0,-1,0.00285916636,,mpf-omp,4.812165e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf128,mpf,,128,128,0,0.0241116872,0.000752435997,32.0448,mpf-omp,5.153044e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf128,mpf,,128,256,0,0.147828584,0.00439224578,33.6567,mpf-omp,4.765116e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf128,mpf,,128,512,0,1.13462612,0.0326915369,34.7070,mpf-omp,4.675143e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf128,mpf,,128,1024,0,-1,0.248846262,,mpf-omp,5.162078e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf256,mpf,,256,4096,0,0.000182593241,0.000191681087,0.9526,mpf-omp,4.608052e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf256,mpf,,256,16384,0,0.000818516128,0.000211729202,3.8659,mpf-omp,4.845632e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf256,mpf,,256,65536,0,0.00297926227,0.00026227301,11.3594,mpf-omp,4.669464e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf256,mpf,,256,262144,0,0.0131234396,0.000629314687,20.8535,mpf-omp,4.726006e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf256,mpf,,256,1048576,0,0.0540401381,0.00180568872,29.9277,mpf-omp,4.768170e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf256,mpf,,256,128,0,0.000178433023,0.000520403031,0.3429,mpf-omp,4.726082e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf256,mpf,,256,256,0,0.00125837419,0.000864244066,1.4560,mpf-omp,4.385082e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf256,mpf,,256,512,0,0.00430472475,0.00166765694,2.5813,mpf-omp,4.887512e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf256,mpf,,256,1024,0,-1,0.00319907209,,mpf-omp,4.812165e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf256,mpf,,256,128,0,0.0241332711,0.000998917036,24.1594,mpf-omp,5.153044e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf256,mpf,,256,256,0,0.16200825,0.00629347097,25.7423,mpf-omp,4.765116e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf256,mpf,,256,512,0,1.20065976,0.048074251,24.9751,mpf-omp,4.675143e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf256,mpf,,256,1024,0,-1,0.370303839,,mpf-omp,5.162078e-17,pre-FMA,bncmatmul-0.24,2026-07-30
