prec,backend,fma,family,dim,maxrelerr
ts,sve2,nofma,hilbert,12,2.393502e-07
ts,sve2,nofma,hilbert,14,7.130123e-05
ts,sve2,nofma,hilbert,16,1.749742e-01
ts,sve2,nofma,hilbert,18,2.043616e+01
ts,sve2,nofma,hilbert,20,2.243249e+01
ts,sve2,nofma,hilbert,22,3.994887e+01
ts,sve2,nofma,hilbert,24,1.501395e+01
ts,sve2,nofma,hilbert,26,3.277267e+01
ts,sve2,nofma,hilbert,28,1.705838e+01
ts,sve2,nofma,hilbert,30,7.571526e+01
ts,sve2,nofma,hilbert,32,2.817976e+01
ts,sve2,nofma,hilbert,34,1.674920e+02
ts,sve2,nofma,hilbert,36,5.041116e+01
ts,sve2,nofma,hilbert,38,2.856604e+02
ts,sve2,nofma,hilbert,40,9.429566e+01
ts,sve2,fma,hilbert,2,3.176373e-22
ts,sve2,fma,hilbert,4,1.822974e-19
ts,sve2,fma,hilbert,6,3.177646e-16
ts,sve2,fma,hilbert,8,1.393651e-13
ts,sve2,fma,hilbert,10,2.413488e-10
ts,sve2,fma,hilbert,12,1.169265e-07
ts,sve2,fma,hilbert,14,1.425843e-04
ts,sve2,fma,hilbert,16,5.124341e-01
ts,sve2,fma,hilbert,18,1.078982e+01
ts,sve2,fma,hilbert,20,2.616289e+01
ts,sve2,fma,hilbert,22,1.326725e+02
ts,sve2,fma,hilbert,24,4.822066e+01
ts,sve2,fma,hilbert,26,1.377452e+02
ts,sve2,fma,hilbert,28,3.582820e+02
ts,sve2,fma,hilbert,30,2.484622e+02
ts,sve2,fma,hilbert,32,2.960108e+02
ts,sve2,fma,hilbert,34,8.531436e+01
ts,sve2,fma,hilbert,36,4.547502e+01
ts,sve2,fma,hilbert,38,3.602758e+01
ts,sve2,fma,hilbert,40,1.387624e+02
qs,serial,nofma,hilbert,2,9.466331e-30
qs,serial,nofma,hilbert,4,4.930997e-27
qs,serial,nofma,hilbert,6,9.144596e-25
qs,serial,nofma,hilbert,8,1.568144e-21
qs,serial,nofma,hilbert,10,4.883773e-19
qs,serial,nofma,hilbert,12,5.649852e-16
qs,serial,nofma,hilbert,14,7.248502e-13
qs,serial,nofma,hilbert,16,2.485926e-09
qs,serial,nofma,hilbert,18,4.039709e-07
qs,serial,nofma,hilbert,20,2.707818e-03
qs,serial,nofma,hilbert,22,6.704167e+00
qs,serial,nofma,hilbert,24,7.028102e+00
qs,serial,nofma,hilbert,26,3.223462e+01
qs,serial,nofma,hilbert,28,9.938426e+00
qs,serial,nofma,hilbert,30,1.512705e+01
qs,serial,nofma,hilbert,32,8.311895e+01
qs,serial,nofma,hilbert,34,2.842433e+02
qs,serial,nofma,hilbert,36,8.699568e+01
qs,serial,nofma,hilbert,38,5.571286e+01
qs,serial,nofma,hilbert,40,1.676425e+02
qs,serial,fma,hilbert,2,9.466331e-30
qs,serial,fma,hilbert,4,3.867588e-26
qs,serial,fma,hilbert,6,1.573495e-23
qs,serial,fma,hilbert,8,1.705437e-20
qs,serial,fma,hilbert,10,1.480878e-17
qs,serial,fma,hilbert,12,1.273410e-14
qs,serial,fma,hilbert,14,2.542326e-11
qs,serial,fma,hilbert,16,1.274905e-08
qs,serial,fma,hilbert,18,1.160210e-05
qs,serial,fma,hilbert,20,6.384888e-03
qs,serial,fma,hilbert,22,3.929386e+00
qs,serial,fma,hilbert,24,1.539902e+02
qs,serial,fma,hilbert,26,2.721837e+03
qs,serial,fma,hilbert,28,5.885891e+01
qs,serial,fma,hilbert,30,1.384487e+03
qs,serial,fma,hilbert,32,1.457811e+02
qs,serial,fma,hilbert,34,2.453697e+02
qs,serial,fma,hilbert,36,1.843587e+02
qs,serial,fma,hilbert,38,2.049401e+02
qs,serial,fma,hilbert,40,3.599127e+02
qs,neon,nofma,hilbert,2,9.466331e-30
qs,neon,nofma,hilbert,4,4.930997e-27
qs,neon,nofma,hilbert,6,9.144596e-25
qs,neon,nofma,hilbert,8,1.568144e-21
qs,neon,nofma,hilbert,10,4.883773e-19
qs,neon,nofma,hilbert,12,5.649852e-16
qs,neon,nofma,hilbert,14,7.248502e-13
qs,neon,nofma,hilbert,16,2.485926e-09
qs,neon,nofma,hilbert,18,4.039709e-07
qs,neon,nofma,hilbert,20,2.707818e-03
qs,neon,nofma,hilbert,22,6.704167e+00
qs,neon,nofma,hilbert,24,7.028102e+00
qs,neon,nofma,hilbert,26,3.223462e+01
qs,neon,nofma,hilbert,28,9.938426e+00
qs,neon,nofma,hilbert,30,1.512705e+01
qs,neon,nofma,hilbert,32,8.311895e+01
qs,neon,nofma,hilbert,34,2.842433e+02
qs,neon,nofma,hilbert,36,8.699568e+01
qs,neon,nofma,hilbert,38,5.571286e+01
qs,neon,nofma,hilbert,40,1.676425e+02
qs,neon,fma,hilbert,2,9.466331e-30
qs,neon,fma,hilbert,4,3.867588e-26
qs,neon,fma,hilbert,6,1.918484e-23
qs,neon,fma,hilbert,8,3.642472e-21
qs,neon,fma,hilbert,10,1.633349e-17
qs,neon,fma,hilbert,12,5.838301e-15
qs,neon,fma,hilbert,14,5.428982e-12
qs,neon,fma,hilbert,16,3.682419e-09
qs,neon,fma,hilbert,18,5.960962e-06
qs,neon,fma,hilbert,20,9.163805e-03
qs,neon,fma,hilbert,22,2.933349e-01
qs,neon,fma,hilbert,24,2.757893e+01
qs,neon,fma,hilbert,26,6.629893e+02
qs,neon,fma,hilbert,28,5.330247e+01
qs,neon,fma,hilbert,30,3.272035e+01
qs,neon,fma,hilbert,32,5.649638e+01
qs,neon,fma,hilbert,34,8.123250e+01
qs,neon,fma,hilbert,36,5.011795e+01
qs,neon,fma,hilbert,38,8.634504e+01
qs,neon,fma,hilbert,40,6.333219e+01
qs,sve2,nofma,hilbert,2,9.466331e-30
qs,sve2,nofma,hilbert,4,4.930997e-27
qs,sve2,nofma,hilbert,6,9.144596e-25
qs,sve2,nofma,hilbert,8,1.568144e-21
qs,sve2,nofma,hilbert,10,4.883773e-19
qs,sve2,nofma,hilbert,12,5.649852e-16
qs,sve2,nofma,hilbert,14,7.248502e-13
qs,sve2,nofma,hilbert,16,2.485926e-09
qs,sve2,nofma,hilbert,18,4.039709e-07
qs,sve2,nofma,hilbert,20,2.707818e-03
qs,sve2,nofma,hilbert,22,6.704167e+00
qs,sve2,nofma,hilbert,24,7.028102e+00
qs,sve2,nofma,hilbert,26,3.223462e+01
qs,sve2,nofma,hilbert,28,9.938426e+00
qs,sve2,nofma,hilbert,30,1.512705e+01
qs,sve2,nofma,hilbert,32,8.311895e+01
qs,sve2,nofma,hilbert,34,2.842433e+02
qs,sve2,nofma,hilbert,36,8.699568e+01
qs,sve2,nofma,hilbert,38,5.571286e+01
qs,sve2,nofma,hilbert,40,1.676425e+02
qs,sve2,fma,hilbert,2,9.466331e-30
qs,sve2,fma,hilbert,4,3.867588e-26
qs,sve2,fma,hilbert,6,1.918484e-23
qs,sve2,fma,hilbert,8,3.642472e-21
qs,sve2,fma,hilbert,10,1.633349e-17
qs,sve2,fma,hilbert,12,5.838301e-15
qs,sve2,fma,hilbert,14,5.428982e-12
qs,sve2,fma,hilbert,16,3.682419e-09
qs,sve2,fma,hilbert,18,5.960962e-06
qs,sve2,fma,hilbert,20,9.163805e-03
qs,sve2,fma,hilbert,22,2.933349e-01
qs,sve2,fma,hilbert,24,2.757893e+01
qs,sve2,fma,hilbert,26,6.629893e+02
qs,sve2,fma,hilbert,28,5.330247e+01
qs,sve2,fma,hilbert,30,3.272035e+01
qs,sve2,fma,hilbert,32,5.649638e+01
qs,sve2,fma,hilbert,34,8.123250e+01
qs,sve2,fma,hilbert,36,5.011795e+01
qs,sve2,fma,hilbert,38,8.634504e+01
qs,sve2,fma,hilbert,40,6.333219e+01
dd,serial,nofma,frank,2,0.000000e+00
dd,serial,nofma,frank,4,0.000000e+00
dd,serial,nofma,frank,6,9.429353e-31
dd,serial,nofma,frank,8,5.102944e-29
dd,serial,nofma,frank,10,1.804716e-26
dd,serial,nofma,frank,12,8.998642e-24
dd,serial,nofma,frank,14,8.898864e-22
dd,serial,nofma,frank,16,1.227317e-20
dd,serial,nofma,frank,18,5.107319e-17
dd,serial,nofma,frank,20,6.770289e-14
dd,serial,nofma,frank,22,1.831348e-11
dd,serial,nofma,frank,24,2.320372e-08
dd,serial,nofma,frank,26,6.468539e-06
dd,serial,nofma,frank,28,3.623830e-03
dd,serial,nofma,frank,30,3.613830e-01
dd,serial,nofma,frank,32,5.942344e+01
dd,serial,nofma,frank,34,3.135333e+01
dd,serial,nofma,frank,36,1.373303e+02
dd,serial,nofma,frank,38,5.334151e+02
dd,serial,nofma,frank,40,2.088553e+02
dd,serial,fma,frank,2,0.000000e+00
dd,serial,fma,frank,4,0.000000e+00
dd,serial,fma,frank,6,4.376329e-29
dd,serial,fma,frank,8,1.719470e-27
dd,serial,fma,frank,10,1.164091e-25
dd,serial,fma,frank,12,2.955617e-23
dd,serial,fma,frank,14,4.049509e-22
dd,serial,fma,frank,16,1.799568e-18
dd,serial,fma,frank,18,1.639245e-15
dd,serial,fma,frank,20,3.804748e-13
dd,serial,fma,frank,22,3.407236e-10
dd,serial,fma,frank,24,2.123655e-07
dd,serial,fma,frank,26,5.156777e-05
dd,serial,fma,frank,28,4.392817e-02
dd,serial,fma,frank,30,3.841861e+01
dd,serial,fma,frank,32,5.750135e+04
dd,serial,fma,frank,34,3.717843e+03
dd,serial,fma,frank,36,1.281018e+03
dd,serial,fma,frank,38,1.184670e+03
dd,serial,fma,frank,40,2.139981e+03
dd,neon,nofma,frank,2,0.000000e+00
dd,neon,nofma,frank,4,0.000000e+00
dd,neon,nofma,frank,6,9.429353e-31
dd,neon,nofma,frank,8,5.102944e-29
dd,neon,nofma,frank,10,1.804716e-26
dd,neon,nofma,frank,12,9.023785e-24
dd,neon,nofma,frank,14,8.873033e-22
dd,neon,nofma,frank,16,1.220926e-20
dd,neon,nofma,frank,18,5.073549e-17
dd,neon,nofma,frank,20,6.778266e-14
dd,neon,nofma,frank,22,1.799464e-11
dd,neon,nofma,frank,24,2.352512e-08
dd,neon,nofma,frank,26,6.468547e-06
dd,neon,nofma,frank,28,3.643795e-03
dd,neon,nofma,frank,30,3.630471e-01
dd,neon,nofma,frank,32,5.878416e+01
dd,neon,nofma,frank,34,3.150008e+01
dd,neon,nofma,frank,36,1.346108e+02
dd,neon,nofma,frank,38,5.358385e+02
dd,neon,nofma,frank,40,2.144891e+02
dd,neon,fma,frank,2,0.000000e+00
dd,neon,fma,frank,4,0.000000e+00
dd,neon,fma,frank,6,1.303469e-29
dd,neon,fma,frank,8,5.524492e-28
dd,neon,fma,frank,10,2.016597e-25
dd,neon,fma,frank,12,2.955617e-23
dd,neon,fma,frank,14,4.049509e-22
dd,neon,fma,frank,16,1.799568e-18
dd,neon,fma,frank,18,1.433139e-16
dd,neon,fma,frank,20,4.151976e-13
dd,neon,fma,frank,22,3.208254e-12
dd,neon,fma,frank,24,6.099619e-08
dd,neon,fma,frank,26,7.853135e-06
dd,neon,fma,frank,28,4.269023e-02
dd,neon,fma,frank,30,5.557151e+01
dd,neon,fma,frank,32,3.000000e+00
dd,neon,fma,frank,34,3.000000e+00
dd,neon,fma,frank,36,1.672858e+03
dd,neon,fma,frank,38,3.000000e+00
dd,neon,fma,frank,40,3.000000e+00
dd,sve2,nofma,frank,2,0.000000e+00
dd,sve2,nofma,frank,4,0.000000e+00
dd,sve2,nofma,frank,6,1.830404e-30
dd,sve2,nofma,frank,8,6.434147e-29
dd,sve2,nofma,frank,10,2.049324e-26
dd,sve2,nofma,frank,12,9.804106e-24
dd,sve2,nofma,frank,14,9.727068e-22
dd,sve2,nofma,frank,16,1.849046e-20
dd,sve2,nofma,frank,18,6.956887e-17
dd,sve2,nofma,frank,20,3.929409e-14
dd,sve2,nofma,frank,22,5.188663e-13
dd,sve2,nofma,frank,24,2.677812e-08
dd,sve2,nofma,frank,26,8.307445e-06
dd,sve2,nofma,frank,28,4.041376e-03
dd,sve2,nofma,frank,30,3.660970e-01
dd,sve2,nofma,frank,32,2.088134e+01
dd,sve2,nofma,frank,34,1.662405e+01
dd,sve2,nofma,frank,36,1.327152e+02
dd,sve2,nofma,frank,38,4.611020e+03
dd,sve2,nofma,frank,40,3.613145e+02
dd,sve2,fma,frank,2,0.000000e+00
dd,sve2,fma,frank,4,0.000000e+00
dd,sve2,fma,frank,6,1.303469e-29
dd,sve2,fma,frank,8,5.524492e-28
dd,sve2,fma,frank,10,2.016597e-25
dd,sve2,fma,frank,12,2.955617e-23
dd,sve2,fma,frank,14,4.049509e-22
dd,sve2,fma,frank,16,1.799568e-18
dd,sve2,fma,frank,18,1.433139e-16
dd,sve2,fma,frank,20,4.151976e-13
dd,sve2,fma,frank,22,3.208254e-12
dd,sve2,fma,frank,24,6.099619e-08
dd,sve2,fma,frank,26,7.853135e-06
dd,sve2,fma,frank,28,4.269023e-02
dd,sve2,fma,frank,30,5.557151e+01
dd,sve2,fma,frank,32,3.000000e+00
dd,sve2,fma,frank,34,3.000000e+00
dd,sve2,fma,frank,36,1.672858e+03
dd,sve2,fma,frank,38,3.000000e+00
dd,sve2,fma,frank,40,3.000000e+00
td,serial,nofma,frank,2,5.834077e-62
td,serial,nofma,frank,4,1.089028e-60
td,serial,nofma,frank,6,5.200131e-47
td,serial,nofma,frank,8,2.091684e-45
td,serial,nofma,frank,10,1.445153e-42
td,serial,nofma,frank,12,4.425042e-40
td,serial,nofma,frank,14,8.573316e-38
td,serial,nofma,frank,16,1.132038e-36
td,serial,nofma,frank,18,1.787869e-33
td,serial,nofma,frank,20,4.663756e-30
td,serial,nofma,frank,22,1.017033e-28
td,serial,nofma,frank,24,1.149192e-24
td,serial,nofma,frank,26,4.564672e-22
td,serial,nofma,frank,28,2.239349e-19
td,serial,nofma,frank,30,7.570137e-17
td,serial,nofma,frank,32,2.282292e-15
td,serial,nofma,frank,34,8.078714e-11
td,serial,nofma,frank,36,2.212429e-07
td,serial,nofma,frank,38,9.933131e-04
td,serial,nofma,frank,40,9.778800e-01
td,serial,fma,frank,2,5.834077e-62
td,serial,fma,frank,4,1.089028e-60
td,serial,fma,frank,6,2.429009e-45
td,serial,fma,frank,8,1.773724e-44
td,serial,fma,frank,10,1.410782e-41
td,serial,fma,frank,12,3.150381e-39
td,serial,fma,frank,14,4.849207e-37
td,serial,fma,frank,16,1.118997e-34
td,serial,fma,frank,18,2.188451e-32
td,serial,fma,frank,20,1.137375e-29
td,serial,fma,frank,22,1.478343e-26
td,serial,fma,frank,24,8.613916e-24
td,serial,fma,frank,26,3.303312e-21
td,serial,fma,frank,28,4.708261e-19
td,serial,fma,frank,30,6.223898e-16
td,serial,fma,frank,32,1.179849e-12
td,serial,fma,frank,34,4.542446e-09
td,serial,fma,frank,36,6.276111e-06
td,serial,fma,frank,38,3.912864e-03
td,serial,fma,frank,40,1.676374e+01
td,neon,nofma,frank,2,5.834077e-62
td,neon,nofma,frank,4,1.089028e-60
td,neon,nofma,frank,6,5.200131e-47
td,neon,nofma,frank,8,2.091684e-45
td,neon,nofma,frank,10,1.445153e-42
td,neon,nofma,frank,12,4.425042e-40
td,neon,nofma,frank,14,8.573316e-38
td,neon,nofma,frank,16,1.132038e-36
td,neon,nofma,frank,18,1.787869e-33
td,neon,nofma,frank,20,4.663756e-30
td,neon,nofma,frank,22,1.017033e-28
td,neon,nofma,frank,24,1.149192e-24
td,neon,nofma,frank,26,4.564672e-22
td,neon,nofma,frank,28,2.239349e-19
td,neon,nofma,frank,30,7.570137e-17
td,neon,nofma,frank,32,2.282292e-15
td,neon,nofma,frank,34,8.078714e-11
td,neon,nofma,frank,36,2.212429e-07
td,neon,nofma,frank,38,9.933131e-04
td,neon,nofma,frank,40,9.778800e-01
td,neon,fma,frank,2,5.834077e-62
td,neon,fma,frank,4,1.089028e-60
td,neon,fma,frank,6,7.239130e-46
td,neon,fma,frank,8,1.773724e-44
td,neon,fma,frank,10,1.410782e-41
td,neon,fma,frank,12,6.633926e-40
td,neon,fma,frank,14,1.024005e-37
td,neon,fma,frank,16,1.324259e-34
td,neon,fma,frank,18,1.109945e-32
td,neon,fma,frank,20,2.315778e-29
td,neon,fma,frank,22,1.909282e-27
td,neon,fma,frank,24,8.238043e-25
td,neon,fma,frank,26,4.369147e-21
td,neon,fma,frank,28,1.753342e-19
td,neon,fma,frank,30,2.625822e-15
td,neon,fma,frank,32,1.012040e-13
td,neon,fma,frank,34,3.372564e-09
td,neon,fma,frank,36,6.337233e-06
td,neon,fma,frank,38,1.374481e-03
td,neon,fma,frank,40,4.306182e+00
td,sve2,nofma,frank,2,5.834077e-62
td,sve2,nofma,frank,4,1.089028e-60
td,sve2,nofma,frank,6,5.200131e-47
td,sve2,nofma,frank,8,2.091684e-45
td,sve2,nofma,frank,10,1.445153e-42
td,sve2,nofma,frank,12,4.425042e-40
td,sve2,nofma,frank,14,8.573316e-38
td,sve2,nofma,frank,16,1.132038e-36
td,sve2,nofma,frank,18,1.787869e-33
td,sve2,nofma,frank,20,4.663756e-30
td,sve2,nofma,frank,22,1.017033e-28
td,sve2,nofma,frank,24,1.149192e-24
td,sve2,nofma,frank,26,4.564672e-22
td,sve2,nofma,frank,28,2.239349e-19
td,sve2,nofma,frank,30,7.570137e-17
td,sve2,nofma,frank,32,2.282292e-15
td,sve2,nofma,frank,34,8.078714e-11
td,sve2,nofma,frank,36,2.212429e-07
td,sve2,nofma,frank,38,9.933131e-04
td,sve2,nofma,frank,40,9.778800e-01
td,sve2,fma,frank,2,5.834077e-62
td,sve2,fma,frank,4,1.089028e-60
td,sve2,fma,frank,6,7.239130e-46
td,sve2,fma,frank,8,1.773724e-44
td,sve2,fma,frank,10,1.410782e-41
td,sve2,fma,frank,12,6.633926e-40
td,sve2,fma,frank,14,1.024005e-37
td,sve2,fma,frank,16,1.324259e-34
td,sve2,fma,frank,18,1.109945e-32
td,sve2,fma,frank,20,2.315778e-29
td,sve2,fma,frank,22,1.909282e-27
td,sve2,fma,frank,24,8.238043e-25
td,sve2,fma,frank,26,4.369147e-21
td,sve2,fma,frank,28,1.753342e-19
td,sve2,fma,frank,30,2.625822e-15
td,sve2,fma,frank,32,1.012040e-13
td,sve2,fma,frank,34,3.372564e-09
td,sve2,fma,frank,36,6.337233e-06
td,sve2,fma,frank,38,1.374481e-03
td,sve2,fma,frank,40,4.306182e+00
qd,serial,nofma,frank,2,0.000000e+00
qd,serial,nofma,frank,4,0.000000e+00
qd,serial,nofma,frank,6,2.905644e-63
qd,serial,nofma,frank,8,1.572466e-61
qd,serial,nofma,frank,10,8.614416e-59
qd,serial,nofma,frank,12,2.391830e-56
qd,serial,nofma,frank,14,3.987866e-54
qd,serial,nofma,frank,16,5.012163e-53
qd,serial,nofma,frank,18,9.912273e-50
qd,serial,nofma,frank,20,2.485589e-46
qd,serial,nofma,frank,22,3.585223e-45
qd,serial,nofma,frank,24,3.907877e-41
qd,serial,nofma,frank,26,2.362282e-38
qd,serial,nofma,frank,28,1.122625e-35
qd,serial,nofma,frank,30,6.863774e-34
qd,serial,nofma,frank,32,1.542030e-32
qd,serial,nofma,frank,34,6.697521e-28
qd,serial,nofma,frank,36,1.233482e-23
qd,serial,nofma,frank,38,5.013280e-20
qd,serial,nofma,frank,40,5.546593e-17
qd,serial,fma,frank,2,0.000000e+00
qd,serial,fma,frank,4,0.000000e+00
qd,serial,fma,frank,6,1.348561e-61
qd,serial,fma,frank,8,1.702365e-60
qd,serial,fma,frank,10,2.189331e-57
qd,serial,fma,frank,12,9.480764e-56
qd,serial,fma,frank,14,1.355151e-53
qd,serial,fma,frank,16,1.108824e-50
qd,serial,fma,frank,18,1.982232e-48
qd,serial,fma,frank,20,2.329721e-45
qd,serial,fma,frank,22,1.221723e-43
qd,serial,fma,frank,24,3.854103e-40
qd,serial,fma,frank,26,1.587465e-37
qd,serial,fma,frank,28,4.333698e-35
qd,serial,fma,frank,30,1.874348e-31
qd,serial,fma,frank,32,1.690994e-28
qd,serial,fma,frank,34,1.001130e-25
qd,serial,fma,frank,36,3.579855e-22
qd,serial,fma,frank,38,1.284189e-19
qd,serial,fma,frank,40,6.379239e-16
qd,neon,nofma,frank,2,0.000000e+00
qd,neon,nofma,frank,4,0.000000e+00
qd,neon,nofma,frank,6,2.905644e-63
qd,neon,nofma,frank,8,1.572466e-61
qd,neon,nofma,frank,10,8.614416e-59
qd,neon,nofma,frank,12,2.391830e-56
qd,neon,nofma,frank,14,3.987866e-54
qd,neon,nofma,frank,16,5.012163e-53
qd,neon,nofma,frank,18,9.912273e-50
qd,neon,nofma,frank,20,2.485577e-46
qd,neon,nofma,frank,22,3.585223e-45
qd,neon,nofma,frank,24,3.907877e-41
qd,neon,nofma,frank,26,2.362282e-38
qd,neon,nofma,frank,28,1.122625e-35
qd,neon,nofma,frank,30,6.863774e-34
qd,neon,nofma,frank,32,1.542030e-32
qd,neon,nofma,frank,34,6.697547e-28
qd,neon,nofma,frank,36,1.233482e-23
qd,neon,nofma,frank,38,5.013280e-20
qd,neon,nofma,frank,40,5.546593e-17
qd,neon,fma,frank,2,0.000000e+00
qd,neon,fma,frank,4,0.000000e+00
qd,neon,fma,frank,6,4.734490e-62
qd,neon,fma,frank,8,1.702365e-60
qd,neon,fma,frank,10,2.290812e-58
qd,neon,fma,frank,12,9.480764e-56
qd,neon,fma,frank,14,1.325435e-54
qd,neon,fma,frank,16,2.474561e-51
qd,neon,fma,frank,18,1.982232e-48
qd,neon,fma,frank,20,2.090438e-46
qd,neon,fma,frank,22,1.704156e-44
qd,neon,fma,frank,24,1.975647e-40
qd,neon,fma,frank,26,2.689908e-37
qd,neon,fma,frank,28,9.510519e-35
qd,neon,fma,frank,30,4.166051e-32
qd,neon,fma,frank,32,3.494710e-29
qd,neon,fma,frank,34,2.827442e-25
qd,neon,fma,frank,36,3.908325e-22
qd,neon,fma,frank,38,5.206446e-20
qd,neon,fma,frank,40,9.189899e-16
qd,sve2,nofma,frank,2,0.000000e+00
qd,sve2,nofma,frank,4,0.000000e+00
qd,sve2,nofma,frank,6,2.905644e-63
qd,sve2,nofma,frank,8,1.572466e-61
qd,sve2,nofma,frank,10,8.614416e-59
qd,sve2,nofma,frank,12,2.391830e-56
qd,sve2,nofma,frank,14,3.987866e-54
qd,sve2,nofma,frank,16,5.012163e-53
qd,sve2,nofma,frank,18,9.912273e-50
qd,sve2,nofma,frank,20,2.485577e-46
qd,sve2,nofma,frank,22,3.585223e-45
qd,sve2,nofma,frank,24,3.907877e-41
qd,sve2,nofma,frank,26,2.362282e-38
qd,sve2,nofma,frank,28,1.122625e-35
qd,sve2,nofma,frank,30,6.863774e-34
qd,sve2,nofma,frank,32,1.542030e-32
qd,sve2,nofma,frank,34,6.697547e-28
qd,sve2,nofma,frank,36,1.233482e-23
qd,sve2,nofma,frank,38,5.013280e-20
qd,sve2,nofma,frank,40,5.546593e-17
qd,sve2,fma,frank,2,0.000000e+00
qd,sve2,fma,frank,4,0.000000e+00
qd,sve2,fma,frank,6,4.734490e-62
qd,sve2,fma,frank,8,1.702365e-60
qd,sve2,fma,frank,10,2.290812e-58
qd,sve2,fma,frank,12,9.480764e-56
qd,sve2,fma,frank,14,1.325435e-54
qd,sve2,fma,frank,16,2.474561e-51
qd,sve2,fma,frank,18,1.982232e-48
qd,sve2,fma,frank,20,2.090438e-46
qd,sve2,fma,frank,22,1.704156e-44
qd,sve2,fma,frank,24,1.975647e-40
qd,sve2,fma,frank,26,2.689908e-37
qd,sve2,fma,frank,28,9.510519e-35
qd,sve2,fma,frank,30,4.166051e-32
qd,sve2,fma,frank,32,3.494710e-29
qd,sve2,fma,frank,34,2.827442e-25
qd,sve2,fma,frank,36,3.908325e-22
qd,sve2,fma,frank,38,5.206446e-20
qd,sve2,fma,frank,40,9.189899e-16
ds,serial,nofma,frank,2,0.000000e+00
ds,serial,nofma,frank,4,0.000000e+00
ds,serial,nofma,frank,6,2.398082e-13
ds,serial,nofma,frank,8,1.324940e-11
ds,serial,nofma,frank,10,1.942134e-08
ds,serial,nofma,frank,12,2.239049e-06
ds,serial,nofma,frank,14,2.279848e-04
ds,serial,nofma,frank,16,1.403617e-02
ds,serial,nofma,frank,18,3.742954e+01
ds,serial,nofma,frank,20,2.337388e+02
ds,serial,nofma,frank,22,1.622004e+02
ds,serial,nofma,frank,24,3.025361e+02
ds,serial,nofma,frank,26,9.695160e+01
ds,serial,nofma,frank,28,6.710623e+01
ds,serial,nofma,frank,30,6.487567e+01
ds,serial,nofma,frank,32,5.011406e+02
ds,serial,nofma,frank,34,1.426407e+02
ds,serial,nofma,frank,36,1.365527e+02
ds,serial,nofma,frank,38,1.133230e+04
ds,serial,nofma,frank,40,6.773251e+02
ds,serial,fma,frank,2,0.000000e+00
ds,serial,fma,frank,4,0.000000e+00
ds,serial,fma,frank,6,9.896084e-12
ds,serial,fma,frank,8,6.392287e-10
ds,serial,fma,frank,10,5.073276e-08
ds,serial,fma,frank,12,1.809182e-05
ds,serial,fma,frank,14,3.162580e-03
ds,serial,fma,frank,16,1.045733e-01
ds,serial,fma,frank,18,2.029848e+02
ds,serial,fma,frank,20,1.160724e+03
ds,serial,fma,frank,22,2.487484e+02
ds,serial,fma,frank,24,1.482079e+03
ds,serial,fma,frank,26,3.815613e+02
ds,serial,fma,frank,28,9.141250e+02
ds,serial,fma,frank,30,9.567934e+02
ds,serial,fma,frank,32,1.930776e+04
ds,serial,fma,frank,34,3.206949e+02
ds,serial,fma,frank,36,1.506798e+03
ds,serial,fma,frank,38,1.720534e+04
ds,serial,fma,frank,40,2.197105e+03
ds,neon,nofma,frank,2,0.000000e+00
ds,neon,nofma,frank,4,0.000000e+00
ds,neon,nofma,frank,6,2.398082e-13
ds,neon,nofma,frank,8,1.324940e-11
ds,neon,nofma,frank,10,1.942134e-08
ds,neon,nofma,frank,12,2.239049e-06
ds,neon,nofma,frank,14,2.279848e-04
ds,neon,nofma,frank,16,1.403617e-02
ds,neon,nofma,frank,18,3.742954e+01
ds,neon,nofma,frank,20,2.337388e+02
ds,neon,nofma,frank,22,1.622004e+02
ds,neon,nofma,frank,24,3.025361e+02
ds,neon,nofma,frank,26,9.695160e+01
ds,neon,nofma,frank,28,6.710623e+01
ds,neon,nofma,frank,30,6.487567e+01
ds,neon,nofma,frank,32,5.011406e+02
ds,neon,nofma,frank,34,1.426407e+02
ds,neon,nofma,frank,36,1.365527e+02
ds,neon,nofma,frank,38,1.133230e+04
ds,neon,nofma,frank,40,6.773251e+02
ds,neon,fma,frank,2,0.000000e+00
ds,neon,fma,frank,4,0.000000e+00
ds,neon,fma,frank,6,9.896084e-12
ds,neon,fma,frank,8,6.392287e-10
ds,neon,fma,frank,10,5.073276e-08
ds,neon,fma,frank,12,8.190697e-06
ds,neon,fma,frank,14,2.191012e-03
ds,neon,fma,frank,16,2.576715e-01
ds,neon,fma,frank,18,2.883829e+02
ds,neon,fma,frank,20,1.215859e+01
ds,neon,fma,frank,22,1.047319e+03
ds,neon,fma,frank,24,1.244382e+03
ds,neon,fma,frank,26,6.591324e+02
ds,neon,fma,frank,28,1.164325e+03
ds,neon,fma,frank,30,5.263075e+02
ds,neon,fma,frank,32,9.160361e+00
ds,neon,fma,frank,34,3.000000e+00
ds,neon,fma,frank,36,4.031863e+02
ds,neon,fma,frank,38,3.000000e+00
ds,neon,fma,frank,40,3.430655e+03
ds,sve2,nofma,frank,2,0.000000e+00
ds,sve2,nofma,frank,4,0.000000e+00
ds,sve2,nofma,frank,6,2.398082e-13
ds,sve2,nofma,frank,8,1.324940e-11
ds,sve2,nofma,frank,10,1.942134e-08
ds,sve2,nofma,frank,12,2.239049e-06
ds,sve2,nofma,frank,14,2.279848e-04
ds,sve2,nofma,frank,16,1.403617e-02
