backend,type,op,N,seconds,iters,mflops
avx2,cds,matvec,2048,1.021844e-02,32,820.9283
avx2,cds,matmul,2048,2.447111e+02,1,70.2047
avx2,cds,spmv,2048,4.183692e-04,512,68.4754
avx2,cts,axpy,2048,1.068267e-04,2048,38.3425
avx2,cts,matvec,2048,2.045979e-01,1,41.0004
avx2,cts,matmul,2048,1.184813e+03,1,14.5001
avx2,cts,spmv,2048,1.745259e-03,128,16.4148
avx2,cqs,axpy,2048,1.565216e-04,2048,26.1689
avx2,cqs,matvec,2048,2.607951e-01,1,32.1655
avx2,cqs,matmul,2048,1.634883e+03,1,10.5083
avx2,cqs,spmv,2048,3.687061e-03,64,7.7699
avx512,cf,axpy,128,3.252853e-08,8388608,7870.0137
avx512,cf,matvec,128,3.858411e-06,65536,8492.6147
avx512,cf,matmul,128,3.781687e-03,64,1109.1091
avx512,cf,spmv,128,1.291271e-05,16384,136.9193
avx512,cds,axpy,128,1.012287e-07,2097152,2528.9272
avx512,cds,matvec,128,7.626368e-05,4096,429.6672
avx512,cds,matmul,128,1.275812e-02,16,328.7556
avx512,cds,spmv,128,6.941846e-05,4096,25.4687
avx512,cts,axpy,128,8.498837e-07,262144,301.2177
avx512,cts,matvec,128,2.559004e-04,1024,128.0498
avx512,cts,matmul,128,3.869125e-02,8,108.4045
avx512,cts,spmv,128,1.771713e-04,2048,9.9790
avx512,cqs,axpy,128,1.837561e-06,131072,139.3151
avx512,cqs,matvec,128,4.864535e-04,512,67.3610
avx512,cqs,matmul,128,7.237375e-02,4,57.9534
avx512,cqs,spmv,128,3.664240e-04,1024,4.8250
avx512,cf,axpy,256,6.142494e-08,4194304,8335.3763
avx512,cf,matvec,256,1.069137e-05,32768,12259.6050
avx512,cf,matmul,256,6.169623e-02,4,543.8652
avx512,cf,spmv,256,2.608984e-05,8192,136.4516
avx512,cds,axpy,256,2.002457e-07,1048576,2556.8586
avx512,cds,matvec,256,2.041729e-04,1024,641.9657
avx512,cds,matmul,256,1.412505e-01,2,237.5527
avx512,cds,spmv,256,1.389522e-04,2048,25.6203
avx512,cts,axpy,256,1.146233e-06,262144,446.6807
avx512,cts,matvec,256,6.810683e-04,512,192.4506
avx512,cts,matmul,256,2.828929e-01,1,118.6118
avx512,cts,spmv,256,3.545624e-04,1024,10.0405
avx512,cqs,axpy,256,3.552232e-06,65536,144.1347
avx512,cqs,matvec,256,1.780031e-03,128,73.6347
avx512,cqs,matmul,256,6.749892e-01,1,49.7111
avx512,cqs,spmv,256,7.330840e-04,512,4.8562
avx512,cf,axpy,512,8.640581e-08,4194304,11851.0556
avx512,cf,matvec,512,5.080784e-05,4096,10319.0379
avx512,cf,matmul,512,4.698400e-01,1,571.3337
avx512,cf,spmv,512,5.228049e-05,4096,136.6475
avx512,cds,axpy,512,3.992768e-07,524288,2564.6368
avx512,cds,matvec,512,6.159414e-04,512,851.1979
avx512,cds,matmul,512,1.096599e+00,1,244.7891
avx512,cds,spmv,512,2.804501e-04,1024,25.4733
avx512,cts,axpy,512,2.312187e-06,131072,442.8708
avx512,cts,matvec,512,2.000233e-03,128,262.1134
avx512,cts,matmul,512,5.045122e+00,1,53.2069
avx512,cts,spmv,512,7.093125e-04,512,10.0717
avx512,cqs,axpy,512,7.151517e-06,32768,143.1864
avx512,cqs,matvec,512,3.772017e-03,64,138.9941
avx512,cqs,matmul,512,7.931105e+00,1,33.8459
avx512,cqs,spmv,512,1.466223e-03,256,4.8724
avx512,cf,axpy,1024,1.707321e-07,2097152,11995.4044
avx512,cf,matvec,1024,4.318692e-04,512,4855.9890
avx512,cf,matmul,1024,1.313605e+01,1,163.4801
avx512,cf,spmv,1024,1.047364e-04,2048,136.6478
avx512,cds,axpy,1024,1.123245e-06,262144,1823.2887
avx512,cds,matvec,1024,2.063710e-03,128,1016.2047
avx512,cds,matmul,1024,2.739788e+01,1,78.3814
avx512,cds,spmv,1024,5.549691e-04,512,25.7888
avx512,cts,axpy,1024,6.451963e-06,32768,317.4228
avx512,cts,matvec,1024,6.617129e-03,32,316.9278
avx512,cts,matmul,1024,4.300967e+01,1,49.9303
avx512,cts,spmv,1024,1.418027e-03,256,10.0929
avx512,cqs,axpy,1024,1.024127e-05,32768,199.9751
avx512,cqs,matvec,1024,1.192031e-02,32,175.9310
avx512,cqs,matmul,1024,6.691063e+01,1,32.0948
avx512,cqs,spmv,1024,2.931993e-03,128,4.8813
avx512,cf,axpy,2048,6.652276e-07,524288,6157.2910
avx512,cf,matvec,2048,1.956407e-03,128,4287.7623
avx512,cf,matmul,2048,1.061209e+02,1,161.8896
avx512,cf,spmv,2048,2.096465e-04,1024,136.6491
avx512,cds,axpy,2048,2.403031e-06,131072,1704.5143
avx512,cds,matvec,2048,1.011810e-02,32,829.0697
avx512,cds,matmul,2048,2.329788e+02,1,73.7401
avx512,cds,spmv,2048,1.111269e-03,256,25.7795
avx512,cts,axpy,2048,1.289618e-05,16384,317.6133
avx512,cts,matvec,2048,3.353611e-02,8,250.1366
avx512,cts,matmul,2048,4.781738e+02,1,35.9281
avx512,cts,spmv,2048,2.836477e-03,128,10.0999
avx512,cqs,axpy,2048,2.861719e-05,8192,143.1308
avx512,cqs,matvec,2048,4.361138e-02,8,192.3491
avx512,cqs,matmul,2048,9.217188e+02,1,18.6389
avx512,cqs,spmv,2048,5.864404e-03,64,4.8851
