LU,td,neon,nofma,128,0.000000e+00
LU,td,serial,fma,128,0.000000e+00
LU,td,serial,nofma,128,0.000000e+00
LU,td,sve2,fma,128,0.000000e+00
LU,td,sve2,nofma,128,0.000000e+00
LU,ts,neon,fma,128,0.000000e+00
LU,ts,neon,nofma,128,0.000000e+00
LU,ts,serial,fma,128,0.000000e+00
LU,ts,serial,nofma,128,0.000000e+00
LU,ts,sve2,fma,128,0.000000e+00
LU,ts,sve2,nofma,128,0.000000e+00
REG,cdd,neon,96,1.147642e-15,7.865485e-16,1.905657e-31,1.11701152078749854e+07
REG,cdd,serial,96,1.147642e-15,7.865485e-16,3.145686e-31,1.11701152078749854e+07
REG,cdd,sve2,96,1.147642e-15,7.865485e-16,1.905657e-31,1.11701152078749854e+07
REG,cds,neon,96,3.634631e-08,3.396938e-08,6.446456e-14,1.11701152011126243e+07
REG,cds,serial,96,3.634631e-08,3.396938e-08,1.234198e-13,1.11701152011126261e+07
REG,cds,sve2,96,3.634631e-08,3.396938e-08,6.446456e-14,1.11701152011126243e+07
REG,cqd,neon,96,1.147642e-15,7.865485e-16,4.496129e-64,1.11701152078749854e+07
REG,cqd,serial,96,1.147642e-15,7.865485e-16,4.790582e-64,1.11701152078749854e+07
REG,cqd,sve2,96,1.147642e-15,7.865485e-16,4.496129e-64,1.11701152078749854e+07
REG,cqs,neon,96,3.634630e-08,3.396937e-08,3.664054e-29,1.11701152011126205e+07
REG,cqs,serial,96,3.634630e-08,3.396937e-08,3.664054e-29,1.11701152011126205e+07
REG,cqs,sve2,96,3.634630e-08,3.396937e-08,3.664054e-29,1.11701152011126205e+07
REG,ctd,neon,96,1.147642e-15,7.865485e-16,5.998101e-48,1.11701152078749854e+07
REG,ctd,serial,96,1.147642e-15,7.865485e-16,4.704066e-48,1.11701152078749854e+07
REG,ctd,sve2,96,1.147642e-15,7.865485e-16,5.998101e-48,1.11701152078749854e+07
REG,cts,neon,96,3.634630e-08,3.396937e-08,8.354524e-22,1.11701152011126205e+07
REG,cts,serial,96,3.634630e-08,3.396937e-08,8.354524e-22,1.11701152011126205e+07
REG,cts,sve2,96,3.634630e-08,3.396937e-08,8.354524e-22,1.11701152011126205e+07
VERIFY,cds,neon,n=137,Ax_maxrelerr=7.064e-15,nnz=5631 -> OK
VERIFY,cds,serial,n=137,Ax_maxrelerr=0.000e+00,nnz=5631 -> OK
VERIFY,cds,sve2,n=137,Ax_maxrelerr=8.035e-15,nnz=5631 -> OK
VERIFY,cqs,neon,n=137,Ax_maxrelerr=0.000e+00,nnz=5631 -> OK
VERIFY,cqs,serial,n=137,Ax_maxrelerr=0.000e+00,nnz=5631 -> OK
VERIFY,cqs,sve2,n=137,Ax_maxrelerr=0.000e+00,nnz=5631 -> OK
VERIFY,cts,neon,n=137,Ax_maxrelerr=0.000e+00,nnz=5631 -> OK
VERIFY,cts,serial,n=137,Ax_maxrelerr=0.000e+00,nnz=5631 -> OK
VERIFY,cts,sve2,n=137,Ax_maxrelerr=0.000e+00,nnz=5631 -> OK
VERIFY,ds,neon,n=137,Ax_maxrelerr=6.438e-15,Atx_maxrelerr=1.307e-14,nnz=5631 -> OK
VERIFY,ds,serial,n=137,Ax_maxrelerr=0.000e+00,Atx_maxrelerr=1.307e-14,nnz=5631 -> OK
VERIFY,ds,sve2,n=137,Ax_maxrelerr=6.438e-15,Atx_maxrelerr=1.307e-14,nnz=5631 -> OK
VERIFY,neon,n=137,Ax_maxrelerr=1.342e-07,Atx_maxrelerr=0.000e+00,nnz=5631 -> OK
VERIFY,qs,neon,n=137,Ax_maxrelerr=0.000e+00,Atx_maxrelerr=1.503e-15,nnz=5631 -> OK
VERIFY,qs,serial,n=137,Ax_maxrelerr=0.000e+00,Atx_maxrelerr=1.503e-15,nnz=5631 -> OK
VERIFY,qs,sve2,n=137,Ax_maxrelerr=0.000e+00,Atx_maxrelerr=1.503e-15,nnz=5631 -> OK
VERIFY,serial,n=137,Ax_maxrelerr=0.000e+00,Atx_maxrelerr=0.000e+00,nnz=5631 -> OK
VERIFY,sve2,n=137,Ax_maxrelerr=1.621e-07,Atx_maxrelerr=0.000e+00,nnz=5631 -> OK
VERIFY,ts,neon,n=137,Ax_maxrelerr=0.000e+00,Atx_maxrelerr=1.503e-15,nnz=5631 -> OK
VERIFY,ts,serial,n=137,Ax_maxrelerr=0.000e+00,Atx_maxrelerr=1.503e-15,nnz=5631 -> OK
VERIFY,ts,sve2,n=137,Ax_maxrelerr=0.000e+00,Atx_maxrelerr=1.503e-15,nnz=5631 -> OK
